pub_year,country_code,cpc_broad_class,patent_count
1999,ES,Data process related,414
1999,ES,Mining related,21
1999,FI,Agriculture related,88
1999,FI,Data process related,131
1999,FI,Mining related,24
1999,FR,Agriculture related,778
1999,FR,Data process related,1107
1999,FR,Mining related,103
1999,GB,Agriculture related,735
1999,GB,Data process related,2521
1999,GB,Mining related,908
1999,GE,Agriculture related,4
1999,GE,Data process related,4
1999,GR,Agriculture related,62
1999,GR,Data process related,42
1999,GR,Mining related,7
1999,GT,Agriculture related,4
1999,HK,Agriculture related,52
1999,HK,Data process related,683
1999,HK,Mining related,12
1999,HN,Agriculture related,5
1999,HR,Agriculture related,6
1999,HR,Mining related,2
1999,HU,Agriculture related,210
1999,HU,Data process related,141
1999,HU,Mining related,7
1999,ID,Agriculture related,46
1999,ID,Data process related,86
1999,ID,Mining related,24
1999,IE,Agriculture related,13
1999,IE,Data process related,49
1999,IE,Mining related,3
1999,IL,Agriculture related,161
1999,IL,Data process related,188
1999,IL,Mining related,6
1999,IN,Agriculture related,2
1999,IN,Data process related,1
1999,IN,Mining related,1
1999,IS,Agriculture related,8
1999,IS,Data process related,7
1999,IT,Agriculture related,173
1999,IT,Data process related,258
1999,IT,Mining related,45
1999,JP,Agriculture related,690
1999,JP,Data process related,10071
1999,JP,Mining related,130
1999,KR,Agriculture related,2011
1999,KR,Data process related,16305
1999,KR,Mining related,156
1999,LT,Agriculture related,1
1999,LT,Mining related,1
1999,LU,Agriculture related,1
1999,LU,Data process related,3
1999,LV,Agriculture related,2
1999,LV,Data process related,2
1999,LV,Mining related,1
1999,MA,Agriculture related,11
1999,MC,Data process related,1
1999,MD,Agriculture related,7
1999,MD,Data process related,3
1999,MD,Mining related,2
1999,MX,Agriculture related,11
1999,MY,Agriculture related,7
1999,MY,Data process related,30
1999,MY,Mining related,3
1999,NL,Agriculture related,234
1999,NL,Data process related,184
1999,NL,Mining related,28
1999,NO,Agriculture related,160
1999,NO,Data process related,249
1999,NO,Mining related,783
1999,NZ,Agriculture related,124
1999,NZ,Data process related,65
1999,NZ,Mining related,7
1999,PA,Agriculture related,1
1999,PA,Data process related,1
1999,PE,Agriculture related,8
1999,PE,Data process related,9
1999,PE,Mining related,5
1999,PH,Agriculture related,3
1999,PH,Data process related,1
1999,PL,Agriculture related,131
1999,PL,Data process related,74
1999,PL,Mining related,44
1999,PT,Agriculture related,34
1999,PT,Data process related,13
1999,RO,Agriculture related,14
1999,RO,Data process related,1
1999,RU,Agriculture related,78
1999,RU,Data process related,90
1999,RU,Mining related,40
1999,SE,Agriculture related,226
1999,SE,Data process related,326
1999,SE,Mining related,57
1999,SG,Agriculture related,11
1999,SG,Data process related,208
1999,SG,Mining related,10
1999,SI,Agriculture related,5
1999,SI,Data process related,7
1999,SI,Mining related,1
1999,SK,Agriculture related,74
1999,SK,Data process related,17
1999,SK,Mining related,1
1999,TJ,Agriculture related,2
1999,TN,Agriculture related,1
1999,TN,Mining related,1
1999,TR,Agriculture related,79
1999,TR,Data process related,15
1999,TR,Mining related,9
1999,TW,Agriculture related,123
1999,TW,Data process related,963
1999,TW,Mining related,6
1999,UA,Agriculture related,13
1999,UA,Data process related,2
1999,UA,Mining related,1
1999,US,Agriculture related,3005
1999,US,Data process related,16348
1999,US,Mining related,830
1999,UY,Agriculture related,5
1999,UY,Data process related,1
1999,WO,Agriculture related,1196
1999,WO,Data process related,4967
1999,WO,Mining related,461
1999,YU,Agriculture related,4
1999,YU,Data process related,3
1999,YU,Mining related,1
1999,ZA,Agriculture related,143
1999,ZA,Data process related,67
1999,ZA,Mining related,53
2000,AP,Agriculture related,8
2000,AP,Data process related,7
2000,AP,Mining related,1
2000,AR,Agriculture related,129
2000,AR,Data process related,63
2000,AR,Mining related,22
2000,AT,Agriculture related,226
2000,AT,Data process related,451
2000,AT,Mining related,72
2000,AU,Agriculture related,1468
2000,AU,Data process related,4409
2000,AU,Mining related,637
2000,BA,Agriculture related,1
2000,BE,Agriculture related,25
2000,BE,Data process related,23
2000,BE,Mining related,14
2000,BG,Agriculture related,30
2000,BG,Data process related,11
2000,BR,Agriculture related,460
2000,BR,Data process related,513
2000,BR,Mining related,162
2000,CA,Agriculture related,1014
2000,CA,Data process related,2495
2000,CA,Mining related,586
2000,CH,Agriculture related,11
2000,CH,Data process related,20
2000,CH,Mining related,5
2000,CN,Agriculture related,337
2000,CN,Data process related,1991
2000,CN,Mining related,96
2000,CO,Agriculture related,5
2000,CO,Data process related,9
2000,CO,Mining related,4
2000,CU,Agriculture related,1
2000,CU,Data process related,1
2000,CZ,Agriculture related,69
2000,CZ,Data process related,52
2000,CZ,Mining related,3
2000,DE,Agriculture related,1938
2000,DE,Data process related,7206
2000,DE,Mining related,385
2000,DK,Agriculture related,205
2000,DK,Data process related,132
2000,DK,Mining related,37
2000,DZ,Mining related,1
2000,EA,Agriculture related,85
2000,EA,Data process related,26
2000,EA,Mining related,42
2000,EE,Agriculture related,10
2000,EE,Data process related,23
2000,EE,Mining related,1
2000,EG,Agriculture related,11
2000,EG,Mining related,10
2000,EP,Agriculture related,2025
2000,EP,Data process related,10854
2000,EP,Mining related,648
2000,ES,Agriculture related,281
2000,ES,Data process related,354
2000,ES,Mining related,32
2000,FI,Agriculture related,71
2000,FI,Data process related,160
2000,FI,Mining related,22
2000,FR,Agriculture related,678
2000,FR,Data process related,1122
2000,FR,Mining related,107
2000,GB,Agriculture related,680
2000,GB,Data process related,3385
2000,GB,Mining related,1093
2000,GE,Agriculture related,5
2000,GE,Data process related,4
2000,GR,Agriculture related,83
2000,GR,Data process related,74
2000,GR,Mining related,7
2000,GT,Agriculture related,6
2000,HK,Agriculture related,37
2000,HK,Data process related,308
2000,HK,Mining related,11
2000,HN,Agriculture related,2
2000,HR,Agriculture related,12
2000,HR,Data process related,3
2000,HU,Agriculture related,237
2000,HU,Data process related,139
2000,HU,Mining related,4
2000,ID,Agriculture related,54
2000,ID,Data process related,111
2000,ID,Mining related,36
2000,IE,Agriculture related,17
2000,IE,Data process related,36
2000,IE,Mining related,2
2000,IL,Agriculture related,111
2000,IL,Data process related,164
2000,IL,Mining related,4
2000,IN,Agriculture related,5
2000,IN,Data process related,1
2000,IN,Mining related,1
2000,IS,Agriculture related,4
2000,IS,Data process related,6
2000,IT,Agriculture related,188
2000,IT,Data process related,332
2000,IT,Mining related,52
2000,JO,Agriculture related,4
2000,JO,Mining related,2
2000,JP,Agriculture related,690
2000,JP,Data process related,10225
2000,JP,Mining related,100
2000,KR,Agriculture related,2915
2000,KR,Data process related,16099
2000,KR,Mining related,186
2000,LT,Agriculture related,1
2000,LT,Data process related,1
2000,LT,Mining related,1
2000,LU,Data process related,1
2000,LV,Agriculture related,1
2000,LV,Data process related,3
2000,LV,Mining related,1
2000,MA,Agriculture related,2
2000,MA,Data process related,3
2000,MA,Mining related,1
2000,MD,Agriculture related,5
2000,MD,Data process related,1
2000,MD,Mining related,1
2000,MX,Agriculture related,10
2000,MY,Agriculture related,6
2000,MY,Data process related,20
2000,MY,Mining related,4
2000,NL,Agriculture related,235
2000,NL,Data process related,140
2000,NL,Mining related,16
2000,NO,Agriculture related,150
2000,NO,Data process related,319
2000,NO,Mining related,742
2000,NZ,Agriculture related,178
2000,NZ,Data process related,68
2000,NZ,Mining related,8
2000,PA,Agriculture related,8
2000,PE,Agriculture related,14
2000,PE,Data process related,11
2000,PE,Mining related,5
2000,PL,Agriculture related,105
2000,PL,Data process related,120
2000,PL,Mining related,34
2000,PT,Agriculture related,58
2000,PT,Data process related,62
2000,PT,Mining related,6
2000,RO,Agriculture related,12
2000,RO,Data process related,2
2000,RO,Mining related,4
2000,RU,Agriculture related,58
2000,RU,Data process related,107
2000,RU,Mining related,27
2000,SE,Agriculture related,246
2000,SE,Data process related,385
2000,SE,Mining related,56
2000,SG,Agriculture related,12
2000,SG,Data process related,309
2000,SG,Mining related,23
2000,SI,Agriculture related,9
2000,SI,Data process related,7
2000,SK,Agriculture related,62
2000,SK,Data process related,36
2000,SK,Mining related,3
2000,SU,Mining related,1
2000,SV,Agriculture related,3
2000,TJ,Agriculture related,2
2000,TN,Agriculture related,1
2000,TN,Mining related,3
2000,TR,Agriculture related,53
2000,TR,Data process related,58
2000,TR,Mining related,4
2000,TW,Agriculture related,92
2000,TW,Data process related,1377
2000,TW,Mining related,3
2000,UA,Agriculture related,20
2000,UA,Data process related,9
2000,US,Agriculture related,3025
2000,US,Data process related,16223
2000,US,Mining related,980
2000,UY,Agriculture related,5
2000,UY,Data process related,3
2000,WO,Agriculture related,1341
2000,WO,Data process related,7169
2000,WO,Mining related,541
2000,YU,Agriculture related,2
2000,YU,Data process related,2
2000,ZA,Agriculture related,58
2000,ZA,Data process related,48
2000,ZA,Mining related,14
2001,AP,Agriculture related,21
2001,AP,Data process related,6
2001,AP,Mining related,4
2001,AR,Agriculture related,173
2001,AR,Data process related,87
2001,AR,Mining related,25
2001,AT,Agriculture related,308
2001,AT,Data process related,546
2001,AT,Mining related,60
2001,AU,Agriculture related,1678
2001,AU,Data process related,8356
2001,AU,Mining related,806
2001,BE,Agriculture related,20
2001,BE,Data process related,28
2001,BE,Mining related,22
2001,BG,Agriculture related,36
2001,BG,Data process related,17
2001,BG,Mining related,2
2001,BR,Agriculture related,314
2001,BR,Data process related,422
2001,BR,Mining related,117
2001,CA,Agriculture related,967
2001,CA,Data process related,3026
2001,CA,Mining related,722
2001,CH,Agriculture related,11
2001,CH,Data process related,35
2001,CH,Mining related,4
2001,CN,Agriculture related,499
2001,CN,Data process related,2897
2001,CN,Mining related,105
2001,CO,Agriculture related,77
2001,CO,Data process related,1
2001,CO,Mining related,8
2001,CR,Agriculture related,1
2001,CU,Agriculture related,1
2001,CZ,Agriculture related,95
2001,CZ,Data process related,87
2001,CZ,Mining related,6
2001,DE,Agriculture related,2025
2001,DE,Data process related,7226
2001,DE,Mining related,393
2001,DK,Agriculture related,209
2001,DK,Data process related,88
2001,DK,Mining related,24
2001,DZ,Agriculture related,3
2001,DZ,Data process related,2
2001,DZ,Mining related,5
2001,EA,Agriculture related,70
2001,EA,Data process related,62
2001,EA,Mining related,47
2001,EE,Agriculture related,7
2001,EE,Data process related,24
2001,EG,Agriculture related,9
2001,EG,Data process related,2
2001,EG,Mining related,9
2001,EP,Agriculture related,2103
2001,EP,Data process related,11580
2001,EP,Mining related,582
2001,ES,Agriculture related,240
2001,ES,Data process related,301
2001,ES,Mining related,17
2001,FI,Agriculture related,53
2001,FI,Data process related,183
2001,FI,Mining related,23
2001,FR,Agriculture related,588
2001,FR,Data process related,1444
2001,FR,Mining related,86
2001,GB,Agriculture related,556
2001,GB,Data process related,3243
2001,GB,Mining related,1000
2001,GE,Agriculture related,3
2001,GE,Data process related,1
2001,GR,Agriculture related,76
2001,GR,Data process related,40
2001,GR,Mining related,4
2001,GT,Agriculture related,12
2001,HK,Agriculture related,32
2001,HK,Data process related,307
2001,HK,Mining related,12
2001,HN,Agriculture related,4
2001,HR,Agriculture related,9
2001,HR,Data process related,4
2001,HR,Mining related,1
2001,HU,Agriculture related,263
2001,HU,Data process related,161
2001,HU,Mining related,7
2001,ID,Agriculture related,61
2001,ID,Data process related,191
2001,ID,Mining related,56
2001,IE,Agriculture related,7
2001,IE,Data process related,39
2001,IE,Mining related,2
2001,IL,Agriculture related,267
2001,IL,Data process related,538
2001,IL,Mining related,8
2001,IN,Agriculture related,4
2001,IN,Data process related,5
2001,IN,Mining related,2
2001,IS,Agriculture related,6
2001,IS,Data process related,10
2001,IS,Mining related,1
2001,IT,Agriculture related,189
2001,IT,Data process related,313
2001,IT,Mining related,50
2001,JP,Agriculture related,736
2001,JP,Data process related,11799
2001,JP,Mining related,92
2001,KR,Agriculture related,1778
2001,KR,Data process related,16487
2001,KR,Mining related,167
2001,LT,Agriculture related,1
2001,LT,Data process related,5
2001,LU,Data process related,1
2001,LV,Agriculture related,1
2001,LV,Data process related,3
2001,MA,Agriculture related,4
2001,MA,Data process related,2
2001,MA,Mining related,1
2001,MD,Agriculture related,10
2001,MD,Data process related,1
2001,MX,Agriculture related,22
2001,MY,Agriculture related,17
2001,MY,Data process related,117
2001,MY,Mining related,3
2001,NL,Agriculture related,196
2001,NL,Data process related,182
2001,NL,Mining related,30
2001,NO,Agriculture related,146
2001,NO,Data process related,293
2001,NO,Mining related,853
2001,NZ,Agriculture related,111
2001,NZ,Data process related,71
2001,NZ,Mining related,8
2001,OA,Agriculture related,16
2001,OA,Data process related,1
2001,OA,Mining related,10
2001,PA,Agriculture related,1
2001,PA,Data process related,1
2001,PE,Agriculture related,6
2001,PE,Data process related,7
2001,PE,Mining related,4
2001,PH,Agriculture related,1
2001,PL,Agriculture related,115
2001,PL,Data process related,134
2001,PL,Mining related,25
2001,PT,Agriculture related,72
2001,PT,Data process related,48
2001,PT,Mining related,3
2001,RO,Agriculture related,13
2001,RO,Data process related,1
2001,RO,Mining related,7
2001,RU,Agriculture related,32
2001,RU,Data process related,73
2001,RU,Mining related,27
2001,SE,Agriculture related,199
2001,SE,Data process related,410
2001,SE,Mining related,71
2001,SG,Agriculture related,10
2001,SG,Data process related,196
2001,SG,Mining related,17
2001,SI,Agriculture related,14
2001,SI,Data process related,4
2001,SK,Agriculture related,76
2001,SK,Data process related,11
2001,SK,Mining related,2
2001,SV,Agriculture related,3
2001,TN,Data process related,2
2001,TR,Agriculture related,77
2001,TR,Data process related,53
2001,TR,Mining related,3
2001,TW,Agriculture related,124
2001,TW,Data process related,2217
2001,TW,Mining related,5
2001,UA,Agriculture related,74
2001,UA,Data process related,23
2001,UA,Mining related,8
2001,US,Agriculture related,3425
2001,US,Data process related,24120
2001,US,Mining related,1367
2001,UY,Agriculture related,10
2001,UY,Data process related,2
2001,WO,Agriculture related,1582
2001,WO,Data process related,11622
2001,WO,Mining related,678
2001,YU,Agriculture related,5
2001,YU,Data process related,2
2001,ZA,Agriculture related,47
2001,ZA,Data process related,69
2001,ZA,Mining related,36
2002,AP,Agriculture related,13
2002,AP,Data process related,8
2002,AP,Mining related,3
2002,AR,Agriculture related,242
2002,AR,Data process related,99
2002,AR,Mining related,29
2002,AT,Agriculture related,469
2002,AT,Data process related,781
2002,AT,Mining related,73
2002,AU,Agriculture related,1309
2002,AU,Data process related,5965
2002,AU,Mining related,578
2002,BE,Agriculture related,13
2002,BE,Data process related,30
2002,BE,Mining related,10
2002,BG,Agriculture related,28
2002,BG,Data process related,14
2002,BG,Mining related,2
2002,BR,Agriculture related,288
2002,BR,Data process related,476
2002,BR,Mining related,171
2002,CA,Agriculture related,1046
2002,CA,Data process related,2690
2002,CA,Mining related,695
2002,CH,Agriculture related,14
2002,CH,Data process related,13
2002,CH,Mining related,2
2002,CN,Agriculture related,452
2002,CN,Data process related,3889
2002,CN,Mining related,142
2002,CO,Agriculture related,70
2002,CO,Data process related,5
2002,CO,Mining related,1
2002,CR,Agriculture related,1
2002,CU,Agriculture related,1
2002,CU,Data process related,1
2002,CY,Agriculture related,2
2002,CZ,Agriculture related,115
2002,CZ,Data process related,134
2002,CZ,Mining related,9
2002,DE,Agriculture related,2355
2002,DE,Data process related,9694
2002,DE,Mining related,453
2002,DK,Agriculture related,301
2002,DK,Data process related,155
2002,DK,Mining related,35
2002,DO,Agriculture related,2
2002,DZ,Agriculture related,7
2002,DZ,Data process related,1
2002,DZ,Mining related,17
2002,EA,Agriculture related,61
2002,EA,Data process related,60
2002,EA,Mining related,66
2002,EC,Agriculture related,2
2002,EC,Data process related,2
2002,EC,Mining related,1
2002,EE,Agriculture related,16
2002,EE,Data process related,36
2002,EG,Agriculture related,13
2002,EG,Data process related,6
2002,EG,Mining related,28
2002,EP,Agriculture related,2471
2002,EP,Data process related,13526
2002,EP,Mining related,759
2002,ES,Agriculture related,301
2002,ES,Data process related,459
2002,ES,Mining related,10
2002,FI,Agriculture related,49
2002,FI,Data process related,212
2002,FI,Mining related,18
2002,FR,Agriculture related,553
2002,FR,Data process related,1407
2002,FR,Mining related,82
2002,GB,Agriculture related,677
2002,GB,Data process related,4118
2002,GB,Mining related,1234
2002,GC,Mining related,4
2002,GE,Agriculture related,4
2002,GR,Agriculture related,12
2002,GR,Data process related,10
2002,GT,Agriculture related,9
2002,GT,Data process related,1
2002,HK,Agriculture related,66
2002,HK,Data process related,634
2002,HK,Mining related,13
2002,HN,Agriculture related,1
2002,HN,Data process related,1
2002,HR,Agriculture related,8
2002,HR,Data process related,3
2002,HR,Mining related,4
2002,HU,Agriculture related,274
2002,HU,Data process related,256
2002,HU,Mining related,7
2002,ID,Data process related,2
2002,IE,Agriculture related,15
2002,IE,Data process related,48
2002,IE,Mining related,1
2002,IL,Agriculture related,278
2002,IL,Data process related,623
2002,IL,Mining related,4
2002,IN,Agriculture related,9
2002,IN,Data process related,8
2002,IN,Mining related,3
2002,IS,Agriculture related,9
2002,IS,Data process related,4
2002,IT,Agriculture related,159
2002,IT,Data process related,335
2002,IT,Mining related,45
2002,JO,Data process related,1
2002,JP,Agriculture related,908
2002,JP,Data process related,13320
2002,JP,Mining related,105
2002,KR,Agriculture related,1524
2002,KR,Data process related,14737
2002,KR,Mining related,146
2002,LT,Data process related,6
2002,LU,Agriculture related,1
2002,LU,Data process related,1
2002,LV,Data process related,4
2002,MA,Agriculture related,5
2002,MA,Data process related,4
2002,MC,Data process related,1
2002,MD,Agriculture related,2
2002,MD,Data process related,1
2002,MX,Agriculture related,158
2002,MX,Data process related,305
2002,MX,Mining related,52
2002,MY,Agriculture related,13
2002,MY,Data process related,119
2002,MY,Mining related,5
2002,NL,Agriculture related,231
2002,NL,Data process related,192
2002,NL,Mining related,38
2002,NO,Agriculture related,153
2002,NO,Data process related,327
2002,NO,Mining related,964
2002,NZ,Agriculture related,123
2002,NZ,Data process related,80
2002,NZ,Mining related,5
2002,OA,Agriculture related,18
2002,OA,Data process related,5
2002,OA,Mining related,18
2002,PA,Agriculture related,6
2002,PA,Data process related,3
2002,PA,Mining related,1
2002,PE,Agriculture related,9
2002,PE,Data process related,9
2002,PE,Mining related,4
2002,PL,Agriculture related,104
2002,PL,Data process related,121
2002,PL,Mining related,17
2002,PT,Agriculture related,128
2002,PT,Data process related,112
2002,PT,Mining related,7
2002,RO,Agriculture related,7
2002,RO,Data process related,3
2002,RO,Mining related,2
2002,RU,Agriculture related,35
2002,RU,Data process related,146
2002,RU,Mining related,26
2002,SE,Agriculture related,200
2002,SE,Data process related,397
2002,SE,Mining related,72
2002,SG,Agriculture related,14
2002,SG,Data process related,305
2002,SG,Mining related,10
2002,SI,Agriculture related,14
2002,SI,Data process related,8
2002,SK,Agriculture related,63
2002,SK,Data process related,24
2002,SM,Data process related,2
2002,SV,Agriculture related,2
2002,TJ,Agriculture related,2
2002,TN,Mining related,2
2002,TR,Agriculture related,67
2002,TR,Data process related,44
2002,TR,Mining related,5
2002,TW,Agriculture related,90
2002,TW,Data process related,2154
2002,TW,Mining related,12
2002,UA,Agriculture related,60
2002,UA,Data process related,34
2002,UA,Mining related,11
2002,US,Agriculture related,6082
2002,US,Data process related,44994
2002,US,Mining related,2033
2002,UY,Agriculture related,7
2002,UY,Data process related,2
2002,WO,Agriculture related,1855
2002,WO,Data process related,14354
2002,WO,Mining related,756
2002,YU,Agriculture related,5
2002,YU,Data process related,6
2002,ZA,Agriculture related,91
2002,ZA,Data process related,88
2002,ZA,Mining related,45
2003,AP,Agriculture related,17
2003,AP,Data process related,2
2003,AP,Mining related,2
2003,AR,Agriculture related,258
2003,AR,Data process related,119
2003,AR,Mining related,30
2003,AT,Agriculture related,732
2003,AT,Data process related,1078
2003,AT,Mining related,107
2003,AU,Agriculture related,1301
2003,AU,Data process related,6952
2003,AU,Mining related,666
2003,BE,Agriculture related,20
2003,BE,Data process related,23
2003,BE,Mining related,21
2003,BG,Agriculture related,26
2003,BG,Data process related,9
2003,BR,Agriculture related,223
2003,BR,Data process related,320
2003,BR,Mining related,113
2003,CA,Agriculture related,1049
2003,CA,Data process related,2668
2003,CA,Mining related,801
2003,CH,Agriculture related,8
2003,CH,Data process related,18
2003,CH,Mining related,4
2003,CN,Agriculture related,584
2003,CN,Data process related,6232
2003,CN,Mining related,133
2003,CO,Agriculture related,9
2003,CO,Data process related,17
2003,CO,Mining related,12
2003,CR,Agriculture related,3
2003,CR,Data process related,1
2003,CU,Agriculture related,4
2003,CU,Data process related,1
2003,CY,Agriculture related,2
2003,CZ,Agriculture related,107
2003,CZ,Data process related,58
2003,CZ,Mining related,7
2003,DE,Agriculture related,2697
2003,DE,Data process related,9920
2003,DE,Mining related,614
2003,DK,Agriculture related,359
2003,DK,Data process related,140
2003,DK,Mining related,57
2003,DO,Agriculture related,1
2003,DZ,Agriculture related,4
2003,DZ,Data process related,1
2003,DZ,Mining related,2
2003,EA,Agriculture related,50
2003,EA,Data process related,83
2003,EA,Mining related,76
2003,EC,Agriculture related,13
2003,EC,Data process related,4
2003,EC,Mining related,4
2003,EE,Agriculture related,22
2003,EE,Data process related,10
2003,EG,Agriculture related,20
2003,EG,Data process related,7
2003,EG,Mining related,19
2003,EP,Agriculture related,2742
2003,EP,Data process related,15111
2003,EP,Mining related,827
2003,ES,Agriculture related,515
2003,ES,Data process related,525
2003,ES,Mining related,21
2003,FI,Agriculture related,59
2003,FI,Data process related,205
2003,FI,Mining related,30
2003,FR,Agriculture related,516
2003,FR,Data process related,1495
2003,FR,Mining related,70
2003,GB,Agriculture related,646
2003,GB,Data process related,4230
2003,GB,Mining related,1462
2003,GE,Agriculture related,3
2003,GE,Data process related,2
2003,GR,Agriculture related,7
2003,GR,Data process related,3
2003,GT,Agriculture related,8
2003,GT,Data process related,1
2003,HK,Agriculture related,43
2003,HK,Data process related,647
2003,HK,Mining related,13
2003,HR,Agriculture related,5
2003,HR,Data process related,5
2003,HR,Mining related,2
2003,HU,Agriculture related,229
2003,HU,Data process related,187
2003,HU,Mining related,3
2003,IE,Agriculture related,14
2003,IE,Data process related,23
2003,IE,Mining related,2
2003,IL,Agriculture related,165
2003,IL,Data process related,375
2003,IL,Mining related,3
2003,IN,Agriculture related,4
2003,IN,Data process related,44
2003,IN,Mining related,3
2003,IS,Agriculture related,9
2003,IS,Data process related,6
2003,IS,Mining related,2
2003,IT,Agriculture related,164
2003,IT,Data process related,287
2003,IT,Mining related,55
2003,JO,Data process related,1
2003,JP,Agriculture related,766
2003,JP,Data process related,12863
2003,JP,Mining related,130
2003,KR,Agriculture related,2808
2003,KR,Data process related,14744
2003,KR,Mining related,215
2003,LT,Agriculture related,2
2003,LT,Data process related,2
2003,LU,Data process related,4
2003,LV,Agriculture related,1
2003,LV,Data process related,1
2003,MA,Agriculture related,11
2003,MA,Data process related,7
2003,MA,Mining related,4
2003,MD,Agriculture related,1
2003,MD,Data process related,1
2003,MX,Agriculture related,187
2003,MX,Data process related,350
2003,MX,Mining related,81
2003,MY,Agriculture related,20
2003,MY,Data process related,111
2003,MY,Mining related,6
2003,NL,Agriculture related,218
2003,NL,Data process related,164
2003,NL,Mining related,22
2003,NO,Agriculture related,148
2003,NO,Data process related,295
2003,NO,Mining related,858
2003,NZ,Agriculture related,163
2003,NZ,Data process related,141
2003,NZ,Mining related,21
2003,OA,Agriculture related,15
2003,OA,Data process related,1
2003,OA,Mining related,38
2003,PA,Agriculture related,3
2003,PA,Data process related,1
2003,PE,Agriculture related,3
2003,PE,Data process related,14
2003,PE,Mining related,1
2003,PL,Agriculture related,116
2003,PL,Data process related,82
2003,PL,Mining related,16
2003,PT,Agriculture related,199
2003,PT,Data process related,84
2003,PT,Mining related,12
2003,RO,Agriculture related,5
2003,RO,Data process related,2
2003,RU,Agriculture related,47
2003,RU,Data process related,179
2003,RU,Mining related,43
2003,SA,Agriculture related,1
2003,SE,Agriculture related,180
2003,SE,Data process related,362
2003,SE,Mining related,89
2003,SG,Agriculture related,11
2003,SG,Data process related,319
2003,SG,Mining related,12
2003,SI,Agriculture related,23
2003,SI,Data process related,4
2003,SK,Agriculture related,75
2003,SK,Data process related,14
2003,SK,Mining related,2
2003,SV,Agriculture related,1
2003,TN,Agriculture related,1
2003,TN,Mining related,2
2003,TR,Agriculture related,6
2003,TR,Data process related,6
2003,TW,Agriculture related,203
2003,TW,Data process related,3543
2003,TW,Mining related,8
2003,UA,Agriculture related,68
2003,UA,Data process related,58
2003,UA,Mining related,5
2003,US,Agriculture related,6241
2003,US,Data process related,50280
2003,US,Mining related,2221
2003,UY,Agriculture related,9
2003,UY,Data process related,1
2003,WO,Agriculture related,1873
2003,WO,Data process related,14083
2003,WO,Mining related,819
2003,YU,Agriculture related,7
2003,YU,Data process related,8
2003,YU,Mining related,3
2003,ZA,Agriculture related,113
2003,ZA,Data process related,119
2003,ZA,Mining related,56
2004,AP,Agriculture related,25
2004,AP,Data process related,5
2004,AP,Mining related,6
2004,AR,Agriculture related,168
2004,AR,Data process related,57
2004,AR,Mining related,17
2004,AT,Agriculture related,651
2004,AT,Data process related,1040
2004,AT,Mining related,121
2004,AU,Agriculture related,1369
2004,AU,Data process related,7403
2004,AU,Mining related,754
2004,BE,Agriculture related,21
2004,BE,Data process related,30
2004,BE,Mining related,9
2004,BG,Agriculture related,26
2004,BG,Data process related,7
2004,BG,Mining related,2
2004,BR,Agriculture related,352
2004,BR,Data process related,483
2004,BR,Mining related,201
2004,CA,Agriculture related,980
2004,CA,Data process related,2624
2004,CA,Mining related,998
2004,CH,Agriculture related,10
2004,CH,Data process related,18
2004,CH,Mining related,1
2004,CN,Agriculture related,713
2004,CN,Data process related,8678
2004,CN,Mining related,119
2004,CO,Agriculture related,5
2004,CO,Data process related,12
2004,CO,Mining related,1
2004,CR,Agriculture related,7
2004,CR,Data process related,2
2004,CU,Agriculture related,1
2004,CY,Agriculture related,1
2004,CZ,Agriculture related,66
2004,CZ,Data process related,44
2004,CZ,Mining related,5
2004,DE,Agriculture related,2601
2004,DE,Data process related,9135
2004,DE,Mining related,611
2004,DK,Agriculture related,296
2004,DK,Data process related,116
2004,DK,Mining related,45
2004,DO,Agriculture related,1
2004,DZ,Agriculture related,8
2004,DZ,Data process related,5
2004,DZ,Mining related,11
2004,EA,Agriculture related,55
2004,EA,Data process related,62
2004,EA,Mining related,66
2004,EC,Agriculture related,8
2004,EC,Data process related,5
2004,EE,Agriculture related,14
2004,EE,Data process related,10
2004,EG,Agriculture related,14
2004,EG,Data process related,7
2004,EG,Mining related,6
2004,EP,Agriculture related,2693
2004,EP,Data process related,16730
2004,EP,Mining related,753
2004,ES,Agriculture related,644
2004,ES,Data process related,668
2004,ES,Mining related,48
2004,FI,Agriculture related,39
2004,FI,Data process related,202
2004,FI,Mining related,23
2004,FR,Agriculture related,585
2004,FR,Data process related,1396
2004,FR,Mining related,81
2004,GB,Agriculture related,644
2004,GB,Data process related,4281
2004,GB,Mining related,1565
2004,GC,Mining related,9
2004,GE,Agriculture related,1
2004,GE,Data process related,1
2004,GR,Agriculture related,8
2004,GR,Data process related,6
2004,GT,Agriculture related,12
2004,GT,Data process related,1
2004,HK,Agriculture related,44
2004,HK,Data process related,389
2004,HK,Mining related,10
2004,HN,Agriculture related,1
2004,HR,Agriculture related,25
2004,HR,Data process related,12
2004,HR,Mining related,4
2004,HU,Agriculture related,148
2004,HU,Data process related,97
2004,HU,Mining related,4
2004,IE,Agriculture related,7
2004,IE,Data process related,29
2004,IL,Agriculture related,150
2004,IL,Data process related,361
2004,IL,Mining related,3
2004,IN,Agriculture related,3
2004,IN,Data process related,19
2004,IN,Mining related,1
2004,IS,Agriculture related,7
2004,IS,Data process related,9
2004,IT,Agriculture related,101
2004,IT,Data process related,197
2004,IT,Mining related,17
2004,JO,Data process related,1
2004,JO,Mining related,1
2004,JP,Agriculture related,845
2004,JP,Data process related,15240
2004,JP,Mining related,68
