pub_year,country_code,cpc_broad_class,patent_count
1976,EG,Mining related,3
1976,ES,Agriculture related,303
1976,ES,Data process related,350
1976,ES,Mining related,80
1976,FI,Agriculture related,118
1976,FI,Data process related,34
1976,FI,Mining related,9
1976,FR,Agriculture related,1570
1976,FR,Data process related,2146
1976,FR,Mining related,455
1976,GB,Agriculture related,595
1976,GB,Data process related,1446
1976,GB,Mining related,330
1976,HK,Agriculture related,2
1976,HK,Data process related,23
1976,HK,Mining related,2
1976,HU,Agriculture related,34
1976,HU,Data process related,12
1976,HU,Mining related,4
1976,IE,Agriculture related,91
1976,IE,Data process related,21
1976,IE,Mining related,9
1976,IL,Agriculture related,145
1976,IL,Data process related,45
1976,IL,Mining related,4
1976,IN,Agriculture related,19
1976,IN,Data process related,14
1976,IN,Mining related,5
1976,IS,Agriculture related,6
1976,IT,Agriculture related,96
1976,IT,Data process related,307
1976,IT,Mining related,30
1976,JP,Agriculture related,252
1976,JP,Data process related,1912
1976,JP,Mining related,170
1976,KE,Agriculture related,4
1976,LU,Agriculture related,37
1976,LU,Data process related,13
1976,LU,Mining related,2
1976,MW,Agriculture related,2
1976,MY,Agriculture related,10
1976,MY,Data process related,1
1976,MY,Mining related,4
1976,NL,Agriculture related,391
1976,NL,Data process related,528
1976,NL,Mining related,74
1976,NO,Agriculture related,111
1976,NO,Data process related,77
1976,NO,Mining related,99
1976,PH,Agriculture related,19
1976,PL,Agriculture related,45
1976,PL,Data process related,21
1976,PL,Mining related,26
1976,PT,Agriculture related,36
1976,PT,Data process related,5
1976,PT,Mining related,1
1976,RO,Agriculture related,28
1976,RO,Data process related,9
1976,RO,Mining related,8
1976,SE,Agriculture related,302
1976,SE,Data process related,503
1976,SE,Mining related,112
1976,SU,Agriculture related,57
1976,SU,Data process related,33
1976,SU,Mining related,12
1976,TR,Agriculture related,32
1976,TR,Data process related,1
1976,TR,Mining related,1
1976,US,Agriculture related,1471
1976,US,Data process related,2283
1976,US,Mining related,770
1976,YU,Agriculture related,6
1976,YU,Data process related,6
1976,YU,Mining related,3
1976,ZA,Agriculture related,129
1976,ZA,Data process related,66
1976,ZA,Mining related,88
1976,ZM,Agriculture related,2
1976,ZM,Mining related,6
1977,AR,Agriculture related,41
1977,AR,Data process related,14
1977,AR,Mining related,29
1977,AT,Agriculture related,271
1977,AT,Data process related,229
1977,AT,Mining related,101
1977,AU,Agriculture related,309
1977,AU,Data process related,252
1977,AU,Mining related,117
1977,BE,Agriculture related,253
1977,BE,Data process related,222
1977,BE,Mining related,60
1977,BG,Agriculture related,6
1977,BG,Data process related,1
1977,BG,Mining related,1
1977,BR,Agriculture related,121
1977,BR,Data process related,106
1977,BR,Mining related,36
1977,CA,Agriculture related,320
1977,CA,Data process related,609
1977,CA,Mining related,214
1977,CH,Agriculture related,142
1977,CH,Data process related,241
1977,CH,Mining related,35
1977,CS,Agriculture related,49
1977,CS,Data process related,23
1977,CS,Mining related,17
1977,CU,Agriculture related,3
1977,CU,Data process related,1
1977,CY,Agriculture related,2
1977,DD,Agriculture related,66
1977,DD,Data process related,27
1977,DD,Mining related,11
1977,DE,Agriculture related,1664
1977,DE,Data process related,2788
1977,DE,Mining related,845
1977,DK,Agriculture related,291
1977,DK,Data process related,144
1977,DK,Mining related,27
1977,EG,Agriculture related,33
1977,EG,Mining related,4
1977,ES,Agriculture related,276
1977,ES,Data process related,304
1977,ES,Mining related,95
1977,FI,Agriculture related,114
1977,FI,Data process related,31
1977,FI,Mining related,35
1977,FR,Agriculture related,1738
1977,FR,Data process related,2074
1977,FR,Mining related,466
1977,GB,Agriculture related,574
1977,GB,Data process related,1197
1977,GB,Mining related,350
1977,GR,Agriculture related,7
1977,HK,Agriculture related,11
1977,HK,Data process related,19
1977,HK,Mining related,1
1977,HU,Agriculture related,37
1977,HU,Data process related,23
1977,HU,Mining related,5
1977,IE,Agriculture related,86
1977,IE,Data process related,23
1977,IE,Mining related,14
1977,IL,Agriculture related,152
1977,IL,Data process related,38
1977,IL,Mining related,5
1977,IN,Agriculture related,9
1977,IN,Data process related,18
1977,IN,Mining related,4
1977,IS,Mining related,1
1977,IT,Agriculture related,79
1977,IT,Data process related,283
1977,IT,Mining related,25
1977,JP,Agriculture related,313
1977,JP,Data process related,2825
1977,JP,Mining related,188
1977,KE,Agriculture related,12
1977,KE,Data process related,1
1977,LU,Agriculture related,58
1977,LU,Data process related,26
1977,LU,Mining related,6
1977,MC,Data process related,1
1977,MW,Agriculture related,2
1977,MY,Agriculture related,8
1977,MY,Data process related,3
1977,MY,Mining related,2
1977,NL,Agriculture related,431
1977,NL,Data process related,505
1977,NL,Mining related,104
1977,NO,Agriculture related,113
1977,NO,Data process related,115
1977,NO,Mining related,93
1977,PH,Agriculture related,22
1977,PH,Data process related,4
1977,PH,Mining related,3
1977,PL,Agriculture related,71
1977,PL,Data process related,16
1977,PL,Mining related,32
1977,PT,Agriculture related,70
1977,PT,Data process related,9
1977,PT,Mining related,1
1977,RO,Agriculture related,17
1977,RO,Data process related,5
1977,RO,Mining related,7
1977,SE,Agriculture related,360
1977,SE,Data process related,519
1977,SE,Mining related,132
1977,SU,Agriculture related,61
1977,SU,Data process related,28
1977,SU,Mining related,10
1977,TR,Agriculture related,36
1977,TR,Data process related,2
1977,TR,Mining related,1
1977,US,Agriculture related,1438
1977,US,Data process related,2183
1977,US,Mining related,732
1977,YU,Agriculture related,8
1977,YU,Data process related,4
1977,YU,Mining related,1
1977,ZA,Agriculture related,133
1977,ZA,Data process related,69
1977,ZA,Mining related,94
1977,ZM,Agriculture related,3
1977,ZM,Mining related,5
1978,AR,Agriculture related,16
1978,AR,Data process related,20
1978,AR,Mining related,8
1978,AT,Agriculture related,291
1978,AT,Data process related,289
1978,AT,Mining related,103
1978,AU,Agriculture related,389
1978,AU,Data process related,311
1978,AU,Mining related,158
1978,BE,Agriculture related,360
1978,BE,Data process related,216
1978,BE,Mining related,90
1978,BG,Agriculture related,28
1978,BG,Data process related,5
1978,BR,Agriculture related,215
1978,BR,Data process related,152
1978,BR,Mining related,55
1978,CA,Agriculture related,407
1978,CA,Data process related,540
1978,CA,Mining related,242
1978,CH,Agriculture related,231
1978,CH,Data process related,316
1978,CH,Mining related,39
1978,CS,Agriculture related,44
1978,CS,Data process related,15
1978,CS,Mining related,7
1978,CY,Agriculture related,5
1978,DD,Agriculture related,55
1978,DD,Data process related,36
1978,DD,Mining related,7
1978,DE,Agriculture related,1831
1978,DE,Data process related,3323
1978,DE,Mining related,972
1978,DK,Agriculture related,359
1978,DK,Data process related,180
1978,DK,Mining related,31
1978,EG,Agriculture related,19
1978,EG,Data process related,1
1978,EG,Mining related,3
1978,EP,Agriculture related,5
1978,ES,Agriculture related,219
1978,ES,Data process related,216
1978,ES,Mining related,72
1978,FI,Agriculture related,138
1978,FI,Data process related,52
1978,FI,Mining related,29
1978,FR,Agriculture related,1830
1978,FR,Data process related,2034
1978,FR,Mining related,427
1978,GB,Agriculture related,732
1978,GB,Data process related,1359
1978,GB,Mining related,357
1978,GR,Agriculture related,29
1978,GR,Mining related,2
1978,GT,Agriculture related,2
1978,GT,Mining related,1
1978,HK,Agriculture related,8
1978,HK,Data process related,36
1978,HK,Mining related,1
1978,HU,Agriculture related,33
1978,HU,Data process related,11
1978,HU,Mining related,3
1978,IE,Agriculture related,116
1978,IE,Data process related,22
1978,IE,Mining related,20
1978,IL,Agriculture related,204
1978,IL,Data process related,32
1978,IN,Agriculture related,17
1978,IN,Data process related,7
1978,IN,Mining related,13
1978,IS,Agriculture related,1
1978,IT,Agriculture related,423
1978,IT,Data process related,665
1978,IT,Mining related,89
1978,JP,Agriculture related,390
1978,JP,Data process related,2670
1978,JP,Mining related,190
1978,KE,Agriculture related,7
1978,KR,Agriculture related,8
1978,KR,Data process related,13
1978,LU,Agriculture related,66
1978,LU,Data process related,19
1978,LU,Mining related,5
1978,MC,Agriculture related,2
1978,MC,Data process related,1
1978,MW,Agriculture related,2
1978,MY,Agriculture related,12
1978,MY,Data process related,2
1978,MY,Mining related,3
1978,NL,Agriculture related,569
1978,NL,Data process related,519
1978,NL,Mining related,118
1978,NO,Agriculture related,168
1978,NO,Data process related,102
1978,NO,Mining related,116
1978,NZ,Agriculture related,59
1978,NZ,Data process related,4
1978,NZ,Mining related,4
1978,PH,Agriculture related,16
1978,PH,Data process related,4
1978,PL,Agriculture related,123
1978,PL,Data process related,35
1978,PL,Mining related,77
1978,PT,Agriculture related,85
1978,PT,Data process related,16
1978,PT,Mining related,4
1978,RO,Agriculture related,20
1978,RO,Data process related,4
1978,RO,Mining related,3
1978,SE,Agriculture related,354
1978,SE,Data process related,497
1978,SE,Mining related,140
1978,SU,Agriculture related,41
1978,SU,Data process related,41
1978,SU,Mining related,42
1978,TR,Agriculture related,15
1978,TR,Data process related,5
1978,TR,Mining related,4
1978,US,Agriculture related,1367
1978,US,Data process related,2300
1978,US,Mining related,829
1978,YU,Agriculture related,18
1978,YU,Data process related,2
1978,YU,Mining related,6
1978,ZA,Agriculture related,158
1978,ZA,Data process related,51
1978,ZA,Mining related,95
1978,ZM,Agriculture related,3
1978,ZM,Mining related,5
1979,AR,Agriculture related,50
1979,AR,Data process related,21
1979,AR,Mining related,19
1979,AT,Agriculture related,390
1979,AT,Data process related,415
1979,AT,Mining related,121
1979,AU,Agriculture related,864
1979,AU,Data process related,720
1979,AU,Mining related,353
1979,BE,Agriculture related,218
1979,BE,Data process related,172
1979,BE,Mining related,62
1979,BG,Agriculture related,30
1979,BG,Data process related,7
1979,BR,Agriculture related,256
1979,BR,Data process related,151
1979,BR,Mining related,64
1979,CA,Agriculture related,409
1979,CA,Data process related,577
1979,CA,Mining related,272
1979,CH,Agriculture related,116
1979,CH,Data process related,163
1979,CH,Mining related,22
1979,CS,Agriculture related,85
1979,CS,Data process related,12
1979,CS,Mining related,12
1979,CY,Agriculture related,2
1979,CY,Data process related,1
1979,DD,Agriculture related,87
1979,DD,Data process related,44
1979,DD,Mining related,3
1979,DE,Agriculture related,1756
1979,DE,Data process related,3344
1979,DE,Mining related,984
1979,DK,Agriculture related,295
1979,DK,Data process related,131
1979,DK,Mining related,24
1979,DO,Agriculture related,1
1979,EG,Agriculture related,21
1979,EG,Data process related,2
1979,EG,Mining related,4
1979,EP,Agriculture related,193
1979,EP,Data process related,148
1979,EP,Mining related,33
1979,ES,Agriculture related,237
1979,ES,Data process related,180
1979,ES,Mining related,70
1979,FI,Agriculture related,119
1979,FI,Data process related,66
1979,FI,Mining related,38
1979,FR,Agriculture related,1640
1979,FR,Data process related,1816
1979,FR,Mining related,393
1979,GB,Agriculture related,883
1979,GB,Data process related,1569
1979,GB,Mining related,489
1979,GR,Agriculture related,29
1979,GR,Data process related,4
1979,GR,Mining related,4
1979,GT,Agriculture related,1
1979,GT,Mining related,1
1979,HK,Agriculture related,9
1979,HK,Data process related,26
1979,HK,Mining related,1
1979,HU,Agriculture related,29
1979,HU,Data process related,11
1979,HU,Mining related,5
1979,IE,Agriculture related,91
1979,IE,Data process related,27
1979,IE,Mining related,14
1979,IL,Agriculture related,185
1979,IL,Data process related,28
1979,IL,Mining related,2
1979,IN,Agriculture related,9
1979,IN,Data process related,6
1979,IN,Mining related,8
1979,IS,Agriculture related,3
1979,IT,Agriculture related,427
1979,IT,Data process related,657
1979,IT,Mining related,70
1979,JO,Agriculture related,2
1979,JP,Agriculture related,393
1979,JP,Data process related,3046
1979,JP,Mining related,224
1979,KE,Agriculture related,5
1979,KR,Agriculture related,9
1979,KR,Data process related,10
1979,LU,Agriculture related,41
1979,LU,Data process related,16
1979,LU,Mining related,7
1979,MA,Agriculture related,3
1979,MA,Mining related,3
1979,MC,Agriculture related,1
1979,MW,Agriculture related,2
1979,MY,Agriculture related,5
1979,MY,Mining related,2
1979,NL,Agriculture related,485
1979,NL,Data process related,531
1979,NL,Mining related,118
1979,NO,Agriculture related,122
1979,NO,Data process related,129
1979,NO,Mining related,140
1979,NZ,Agriculture related,61
1979,NZ,Data process related,7
1979,NZ,Mining related,3
1979,OA,Agriculture related,14
1979,OA,Data process related,2
1979,OA,Mining related,7
1979,PH,Agriculture related,25
1979,PH,Data process related,1
1979,PH,Mining related,1
1979,PL,Agriculture related,124
1979,PL,Data process related,27
1979,PL,Mining related,92
1979,PT,Agriculture related,147
1979,PT,Data process related,11
1979,PT,Mining related,3
1979,RO,Agriculture related,5
1979,RO,Data process related,2
1979,RO,Mining related,5
1979,SE,Agriculture related,306
1979,SE,Data process related,407
1979,SE,Mining related,98
1979,SU,Agriculture related,84
1979,SU,Data process related,52
1979,SU,Mining related,53
1979,TR,Agriculture related,28
1979,TR,Mining related,4
1979,US,Agriculture related,1185
1979,US,Data process related,1756
1979,US,Mining related,528
1979,WO,Agriculture related,19
1979,WO,Data process related,35
1979,WO,Mining related,11
1979,YU,Agriculture related,27
1979,YU,Data process related,6
1979,YU,Mining related,11
1979,ZA,Agriculture related,182
1979,ZA,Data process related,43
1979,ZA,Mining related,94
1979,ZM,Agriculture related,2
1979,ZM,Mining related,1
1980,AR,Agriculture related,148
1980,AR,Data process related,21
1980,AR,Mining related,17
1980,AT,Agriculture related,336
1980,AT,Data process related,245
1980,AT,Mining related,103
1980,AU,Agriculture related,804
1980,AU,Data process related,666
1980,AU,Mining related,299
1980,BE,Agriculture related,170
1980,BE,Data process related,132
1980,BE,Mining related,58
1980,BG,Agriculture related,61
1980,BG,Data process related,11
1980,BG,Mining related,2
1980,BR,Agriculture related,221
1980,BR,Data process related,151
1980,BR,Mining related,40
1980,CA,Agriculture related,441
1980,CA,Data process related,595
1980,CA,Mining related,255
1980,CH,Agriculture related,106
1980,CH,Data process related,117
1980,CH,Mining related,20
1980,CS,Agriculture related,84
1980,CS,Data process related,5
1980,CS,Mining related,17
1980,CU,Agriculture related,2
1980,CY,Agriculture related,2
1980,DD,Agriculture related,100
1980,DD,Data process related,50
1980,DD,Mining related,4
1980,DE,Agriculture related,1710
1980,DE,Data process related,2943
1980,DE,Mining related,957
1980,DK,Agriculture related,317
1980,DK,Data process related,144
1980,DK,Mining related,15
1980,EG,Agriculture related,31
1980,EG,Data process related,2
1980,EG,Mining related,1
1980,EP,Agriculture related,386
1980,EP,Data process related,620
1980,EP,Mining related,57
1980,ES,Agriculture related,296
1980,ES,Data process related,276
1980,ES,Mining related,60
1980,FI,Agriculture related,159
1980,FI,Data process related,48
1980,FI,Mining related,33
1980,FR,Agriculture related,1562
1980,FR,Data process related,1758
1980,FR,Mining related,333
1980,GB,Agriculture related,1224
1980,GB,Data process related,1781
1980,GB,Mining related,589
1980,GR,Agriculture related,51
1980,GR,Data process related,5
1980,GR,Mining related,1
1980,GT,Agriculture related,5
1980,HK,Agriculture related,4
1980,HK,Data process related,48
1980,HU,Agriculture related,44
1980,HU,Data process related,21
1980,HU,Mining related,5
1980,IE,Agriculture related,109
1980,IE,Data process related,26
1980,IE,Mining related,15
1980,IL,Agriculture related,245
1980,IL,Data process related,32
1980,IL,Mining related,2
1980,IN,Agriculture related,6
1980,IN,Data process related,10
1980,IN,Mining related,16
1980,IT,Agriculture related,329
1980,IT,Data process related,439
1980,IT,Mining related,66
1980,JP,Agriculture related,474
1980,JP,Data process related,3434
1980,JP,Mining related,187
1980,KE,Agriculture related,5
1980,KR,Agriculture related,85
1980,KR,Data process related,44
1980,LU,Agriculture related,31
1980,LU,Data process related,11
1980,LU,Mining related,5
1980,MA,Agriculture related,32
1980,MA,Data process related,2
1980,MA,Mining related,6
1980,MC,Agriculture related,1
1980,MW,Agriculture related,2
1980,MX,Agriculture related,8
1980,MX,Data process related,2
1980,MX,Mining related,3
1980,MY,Agriculture related,8
1980,MY,Data process related,3
1980,MY,Mining related,3
1980,NL,Agriculture related,448
1980,NL,Data process related,500
1980,NL,Mining related,102
1980,NO,Agriculture related,147
1980,NO,Data process related,98
1980,NO,Mining related,123
1980,NZ,Agriculture related,102
1980,NZ,Data process related,13
1980,NZ,Mining related,4
1980,OA,Agriculture related,62
1980,OA,Data process related,5
1980,OA,Mining related,16
1980,PH,Agriculture related,32
1980,PH,Data process related,3
1980,PL,Agriculture related,217
1980,PL,Data process related,66
1980,PL,Mining related,163
1980,PT,Agriculture related,82
1980,PT,Data process related,18
1980,PT,Mining related,1
1980,RO,Agriculture related,45
1980,RO,Data process related,2
1980,RO,Mining related,8
1980,SE,Agriculture related,237
1980,SE,Data process related,302
1980,SE,Mining related,105
1980,SU,Agriculture related,62
1980,SU,Data process related,34
1980,SU,Mining related,29
1980,TR,Agriculture related,66
1980,TR,Data process related,6
1980,TR,Mining related,3
1980,US,Agriculture related,1593
1980,US,Data process related,2058
1980,US,Mining related,707
1980,WO,Agriculture related,37
1980,WO,Data process related,116
1980,WO,Mining related,33
1980,YU,Agriculture related,37
1980,YU,Data process related,26
1980,YU,Mining related,11
1980,ZA,Agriculture related,162
1980,ZA,Data process related,49
1980,ZA,Mining related,98
1980,ZM,Agriculture related,3
1980,ZM,Mining related,4
1980,ZW,Agriculture related,4
1980,ZW,Data process related,1
1981,AR,Agriculture related,116
1981,AR,Data process related,19
1981,AR,Mining related,8
1981,AT,Agriculture related,337
1981,AT,Data process related,175
1981,AT,Mining related,75
1981,AU,Agriculture related,616
1981,AU,Data process related,486
1981,AU,Mining related,278
1981,BE,Agriculture related,161
1981,BE,Data process related,113
1981,BE,Mining related,38
1981,BG,Agriculture related,35
1981,BG,Data process related,6
1981,BG,Mining related,5
1981,BR,Agriculture related,233
1981,BR,Data process related,123
1981,BR,Mining related,59
1981,CA,Agriculture related,512
1981,CA,Data process related,631
1981,CA,Mining related,253
1981,CH,Agriculture related,115
1981,CH,Data process related,128
1981,CH,Mining related,13
1981,CS,Agriculture related,85
1981,CS,Data process related,12
1981,CS,Mining related,22
1981,CU,Agriculture related,3
1981,CU,Data process related,1
1981,CY,Agriculture related,1
1981,CY,Data process related,1
1981,DD,Agriculture related,116
1981,DD,Data process related,36
1981,DD,Mining related,10
1981,DE,Agriculture related,1408
1981,DE,Data process related,2230
1981,DE,Mining related,790
1981,DK,Agriculture related,308
1981,DK,Data process related,126
1981,DK,Mining related,38
1981,EG,Agriculture related,17
1981,EG,Data process related,4
1981,EG,Mining related,3
1981,EP,Agriculture related,682
1981,EP,Data process related,1249
1981,EP,Mining related,146
1981,ES,Agriculture related,324
1981,ES,Data process related,288
1981,ES,Mining related,92
1981,FI,Agriculture related,130
1981,FI,Data process related,75
1981,FI,Mining related,29
1981,FR,Agriculture related,1276
1981,FR,Data process related,1454
1981,FR,Mining related,300
1981,GB,Agriculture related,1292
1981,GB,Data process related,1899
1981,GB,Mining related,640
1981,GR,Agriculture related,55
1981,GR,Data process related,9
1981,GR,Mining related,3
1981,GT,Agriculture related,3
1981,HK,Agriculture related,9
1981,HK,Data process related,37
1981,HK,Mining related,2
1981,HU,Agriculture related,41
1981,HU,Data process related,17
1981,HU,Mining related,8
1981,IE,Agriculture related,91
1981,IE,Data process related,41
1981,IE,Mining related,13
1981,IL,Agriculture related,197
1981,IL,Data process related,36
1981,IL,Mining related,4
1981,IN,Agriculture related,5
1981,IN,Data process related,14
1981,IN,Mining related,7
1981,IS,Agriculture related,2
1981,IT,Agriculture related,272
1981,IT,Data process related,385
1981,IT,Mining related,64
1981,JP,Agriculture related,477
1981,JP,Data process related,7303
1981,JP,Mining related,198
1981,KE,Agriculture related,6
1981,KE,Data process related,1
1981,KR,Agriculture related,139
1981,KR,Data process related,69
1981,KR,Mining related,2
1981,LU,Agriculture related,30
1981,LU,Data process related,3
1981,LU,Mining related,3
1981,MA,Agriculture related,21
1981,MA,Data process related,2
1981,MA,Mining related,6
1981,MC,Agriculture related,1
1981,MC,Mining related,1
1981,MT,Agriculture related,1
1981,MW,Agriculture related,2
1981,MW,Mining related,1
1981,MX,Agriculture related,35
1981,MX,Data process related,34
1981,MX,Mining related,31
1981,MY,Agriculture related,11
1981,MY,Data process related,10
1981,MY,Mining related,4
1981,NL,Agriculture related,328
1981,NL,Data process related,455
1981,NL,Mining related,105
1981,NO,Agriculture related,132
1981,NO,Data process related,83
1981,NO,Mining related,194
1981,NZ,Agriculture related,98
1981,NZ,Data process related,16
1981,NZ,Mining related,3
1981,OA,Agriculture related,116
1981,OA,Data process related,10
1981,OA,Mining related,22
1981,PH,Agriculture related,35
1981,PH,Mining related,1
1981,PL,Agriculture related,172
1981,PL,Data process related,59
1981,PL,Mining related,125
1981,PT,Agriculture related,124
1981,PT,Data process related,30
1981,PT,Mining related,5
1981,RO,Agriculture related,69
1981,RO,Data process related,13
1981,RO,Mining related,10
1981,SE,Agriculture related,220
1981,SE,Data process related,276
1981,SE,Mining related,81
1981,SU,Agriculture related,60
1981,SU,Data process related,41
1981,SU,Mining related,51
1981,TR,Agriculture related,43
1981,TR,Data process related,3
1981,TR,Mining related,1
1981,US,Agriculture related,1534
1981,US,Data process related,2163
1981,US,Mining related,887
1981,WO,Agriculture related,68
1981,WO,Data process related,183
1981,WO,Mining related,30
1981,YU,Agriculture related,22
1981,YU,Data process related,13
1981,YU,Mining related,5
1981,ZA,Agriculture related,187
1981,ZA,Data process related,51
1981,ZA,Mining related,94
1981,ZM,Agriculture related,6
1981,ZM,Data process related,2
1981,ZM,Mining related,7
1981,ZW,Agriculture related,16
1981,ZW,Mining related,2
1982,AR,Agriculture related,118
1982,AR,Data process related,28
1982,AR,Mining related,32
1982,AT,Agriculture related,283
1982,AT,Data process related,240
1982,AT,Mining related,77
1982,AU,Agriculture related,655
1982,AU,Data process related,529
1982,AU,Mining related,270
1982,BE,Agriculture related,110
1982,BE,Data process related,109
1982,BE,Mining related,34
1982,BG,Agriculture related,28
1982,BG,Data process related,4
1982,BG,Mining related,4
1982,BR,Agriculture related,176
1982,BR,Data process related,152
1982,BR,Mining related,55
1982,CA,Agriculture related,472
1982,CA,Data process related,724
1982,CA,Mining related,239
1982,CH,Agriculture related,143
1982,CH,Data process related,135
1982,CH,Mining related,31
1982,CS,Agriculture related,55
1982,CS,Data process related,11
1982,CS,Mining related,15
1982,CU,Agriculture related,2
1982,CY,Data process related,1
1982,DD,Agriculture related,63
1982,DD,Data process related,21
1982,DD,Mining related,1
1982,DE,Agriculture related,1463
1982,DE,Data process related,2928
1982,DE,Mining related,827
1982,DK,Agriculture related,294
1982,DK,Data process related,117
1982,DK,Mining related,25
1982,DO,Agriculture related,1
1982,EG,Agriculture related,35
1982,EG,Data process related,5
1982,EG,Mining related,3
1982,EP,Agriculture related,744
1982,EP,Data process related,1631
1982,EP,Mining related,159
1982,ES,Agriculture related,273
1982,ES,Data process related,317
1982,ES,Mining related,108
1982,FI,Agriculture related,220
1982,FI,Data process related,96
1982,FI,Mining related,50
1982,FR,Agriculture related,1029
1982,FR,Data process related,1425
1982,FR,Mining related,520
1982,GB,Agriculture related,1288
1982,GB,Data process related,2027
1982,GB,Mining related,815
1982,GR,Agriculture related,49
1982,GR,Data process related,2
1982,GR,Mining related,4
1982,GT,Agriculture related,3
1982,HK,Agriculture related,3
1982,HK,Data process related,12
1982,HK,Mining related,2
1982,HU,Agriculture related,44
1982,HU,Data process related,4
1982,HU,Mining related,19
1982,IE,Agriculture related,106
1982,IE,Data process related,68
1982,IE,Mining related,16
1982,IL,Agriculture related,258
1982,IL,Data process related,66
1982,IL,Mining related,3
1982,IN,Agriculture related,16
1982,IN,Data process related,11
1982,IN,Mining related,11
1982,IS,Agriculture related,1
1982,IT,Agriculture related,218
1982,IT,Data process related,315
1982,IT,Mining related,55
1982,JO,Agriculture related,2
1982,JO,Data process related,1
1982,JP,Agriculture related,532
1982,JP,Data process related,17037
1982,JP,Mining related,214
1982,KE,Agriculture related,4
1982,KE,Data process related,1
1982,KR,Agriculture related,211
1982,KR,Data process related,90
1982,KR,Mining related,3
1982,LU,Agriculture related,8
1982,LU,Data process related,9
1982,LU,Mining related,1
1982,MA,Agriculture related,24
1982,MA,Data process related,1
1982,MA,Mining related,3
1982,MC,Data process related,1
1982,MW,Agriculture related,3
1982,MX,Agriculture related,37
1982,MX,Data process related,48
1982,MX,Mining related,53
1982,MY,Agriculture related,7
1982,MY,Data process related,15
1982,MY,Mining related,1
1982,NL,Agriculture related,318
1982,NL,Data process related,433
1982,NL,Mining related,101
1982,NO,Agriculture related,161
1982,NO,Data process related,102
1982,NO,Mining related,186
1982,NZ,Agriculture related,86
1982,NZ,Data process related,34
1982,NZ,Mining related,3
1982,OA,Agriculture related,16
1982,OA,Data process related,1
1982,OA,Mining related,4
1982,PH,Agriculture related,18
1982,PL,Agriculture related,127
1982,PL,Data process related,23
1982,PL,Mining related,74
1982,PT,Agriculture related,130
1982,PT,Data process related,27
1982,PT,Mining related,6
1982,RO,Agriculture related,74
1982,RO,Data process related,8
1982,RO,Mining related,8
1982,SE,Agriculture related,277
1982,SE,Data process related,290
1982,SE,Mining related,105
1982,SU,Agriculture related,75
1982,SU,Data process related,48
1982,SU,Mining related,71
1982,TR,Agriculture related,25
1982,TR,Data process related,2
1982,TR,Mining related,1
1982,US,Agriculture related,1285
1982,US,Data process related,2243
1982,US,Mining related,654
1982,WO,Agriculture related,106
1982,WO,Data process related,239
1982,WO,Mining related,42
1982,YU,Agriculture related,90
1982,YU,Data process related,60
1982,YU,Mining related,53
1982,ZA,Agriculture related,216
1982,ZA,Data process related,98
1982,ZA,Mining related,102
1982,ZM,Mining related,1
1982,ZW,Agriculture related,20
1982,ZW,Data process related,1
1982,ZW,Mining related,3
1983,AR,Agriculture related,68
1983,AR,Data process related,10
1983,AR,Mining related,8
1983,AT,Agriculture related,226
1983,AT,Data process related,321
1983,AT,Mining related,75
1983,AU,Agriculture related,643
1983,AU,Data process related,546
1983,AU,Mining related,248
1983,BE,Agriculture related,96
1983,BE,Data process related,68
1983,BE,Mining related,36
1983,BG,Agriculture related,18
1983,BG,Data process related,10
1983,BG,Mining related,2
1983,BR,Agriculture related,263
1983,BR,Data process related,176
1983,BR,Mining related,77
1983,CA,Agriculture related,403
1983,CA,Data process related,671
1983,CA,Mining related,238
1983,CH,Agriculture related,166
1983,CH,Data process related,137
1983,CH,Mining related,14
1983,CS,Agriculture related,59
1983,CS,Data process related,16
1983,CS,Mining related,12
1983,CU,Agriculture related,2
1983,CY,Agriculture related,5
1983,CY,Data process related,1
1983,DD,Agriculture related,81
1983,DD,Data process related,41
1983,DD,Mining related,6
1983,DE,Agriculture related,1470
1983,DE,Data process related,2588
1983,DE,Mining related,809
1983,DK,Agriculture related,538
1983,DK,Data process related,190
1983,DK,Mining related,62
1983,DO,Agriculture related,1
1983,EG,Agriculture related,31
1983,EG,Data process related,4
1983,EG,Mining related,5
1983,EP,Agriculture related,920
1983,EP,Data process related,2213
1983,EP,Mining related,198
1983,ES,Agriculture related,404
1983,ES,Data process related,394
1983,ES,Mining related,90
1983,FI,Agriculture related,238
1983,FI,Data process related,118
1983,FI,Mining related,59
1983,FR,Agriculture related,1369
1983,FR,Data process related,1294
1983,FR,Mining related,491
1983,GB,Agriculture related,1524
1983,GB,Data process related,2641
1983,GB,Mining related,1010
1983,GR,Agriculture related,41
1983,GR,Data process related,2
1983,GR,Mining related,6
1983,GT,Agriculture related,1
1983,HK,Agriculture related,4
1983,HK,Data process related,41
1983,HK,Mining related,1
1983,HU,Agriculture related,96
1983,HU,Data process related,24
1983,HU,Mining related,9
1983,IE,Agriculture related,101
1983,IE,Data process related,54
1983,IE,Mining related,19
1983,IL,Agriculture related,232
1983,IL,Data process related,48
1983,IL,Mining related,3
1983,IN,Agriculture related,21
1983,IN,Data process related,10
1983,IN,Mining related,11
1983,IS,Agriculture related,5
1983,IT,Agriculture related,169
1983,IT,Data process related,214
1983,IT,Mining related,34
1983,JP,Agriculture related,526
1983,JP,Data process related,19755
1983,JP,Mining related,241
