"year","country","agr_pat","dat_pat","min_pat","ene_pat","all_pat","TIDR_all","TIDR_agr","TIDR_min","TIDR_log","TIDR_nuc","TIDR_wind","TIDR_solar","TIDR_bio"
1997,"United States",2054,10598,557,215,13424,-177.829872739451,-159.459459459459,-223.4375,-273.684210526316,-273.033707865169,-118.32884097035,-122.686567164179,-255.045871559633
1997,"Uruguay",12,2,NA,NA,14,88.6679920477137,87.5,75,85.5932203389831,85.7142857142857,91.40625,91.0112359550562,96.7741935483871
1997,"Vietnam",1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1997,"South Africa",173,65,44,14,296,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Argentina",93,32,11,7,143,50,48.0916030534351,65.8536585365854,51.6304347826087,53.2258064516129,37.8723404255319,60.2209944751381,51.6129032258064
1998,"Austria",269,510,66,29,874,-92.8637627432808,-81.3953488372093,-108.888888888889,-112.19512195122,-84.0579710144928,-107.581227436823,-71.2328767123288,-77.1739130434783
1998,"Australia",1329,2483,537,160,4509,-36.510962821735,-62.874251497006,-89.1304347826087,-42.5233644859813,-60.9375,-20.5128205128205,-19.7247706422018,-11.9402985074627
1998,"Belgium",18,12,7,3,40,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Bulgaria",32,12,3,25,72,27.827380952381,51.5873015873016,57.1428571428571,-13.8888888888889,55.7692307692308,35.625,17.0542635658915,55.3191489361702
1998,"Brazil",173,161,49,52,435,-13.771186440678,-60.2649006622517,-4.16666666666667,-34.1040462427746,5.71428571428571,-45.4935622317597,46.1928934010152,45.8333333333333
1998,"Canada",861,1682,552,87,3182,-20.8551483420593,0.529100529100529,25.9259259259259,-93.7777777777778,-21.4285714285714,-7.43243243243243,-3.34728033472803,2.73972602739726
1998,"Switzerland",11,12,NA,4,27,-128.571428571429,-151.724137931034,-84.6153846153846,-185.326086956522,-146.551724137931,-127.306273062731,-94.5945945945946,-58.6666666666667
1998,"China",311,1785,60,514,2670,-102.058823529412,-125.465838509317,-60.655737704918,-197.109826589595,0,-83.265306122449,-139.673913043478,0
1998,"Colombia",22,6,7,3,38,67.8071539657854,46.2264150943396,80.7692307692308,67.8321678321678,66.6666666666667,70.6586826347305,78.1818181818182,76.0869565217391
1998,"Costa Rica",3,1,NA,1,5,68.4313725490196,51.5789473684211,85.7142857142857,69.53125,64.2857142857143,75.78125,72.4137931034483,70
1998,"Cyprus",1,NA,NA,NA,1,70.2702702702703,82.2784810126582,86.6666666666667,60.1694915254237,86.6666666666667,64.6616541353383,73.3333333333333,68.4210526315789
1998,"Czechia",148,74,11,39,272,-21.0691823899371,-25.7142857142857,0,-58.7301587301587,-15.2777777777778,-30.3030303030303,17.9611650485437,-12.6582278481013
1998,"Germany",1933,7443,474,383,10233,-150.315910396324,-170.445344129555,-231.506849315068,-167.42209631728,-199.152542372881,-124.336283185841,-118,-152.702702702703
1998,"Denmark",144,72,22,26,264,-147.137637028015,-195.890410958904,-57.8947368421053,-153.714285714286,-186.440677966102,-180.874316939891,-82.9113924050633,-86.4197530864197
1998,"Estonia",8,7,1,1,17,48.5294117647059,59.8214285714286,56.25,46.5277777777778,23.8095238095238,46.2686567164179,54.3859649122807,40
1998,"Egypt",3,1,1,NA,5,91.2378303198887,80.1801801801802,91.1764705882353,95.9537572254335,100,92.1951219512195,89,92.156862745098
1998,"Spain",250,357,21,95,723,-117.910447761194,-163.58024691358,-88.3720930232558,-143.203883495146,-186.206896551724,-97.6,-72,-105.813953488372
1998,"Finland",89,131,35,41,296,-77.073732718894,-73.2283464566929,-88.5714285714286,-123.121387283237,-97.0149253731343,-75.5760368663594,-57.0652173913043,3.07692307692308
1998,"France",742,1011,136,74,1963,-184.852941176471,-185.436893203883,-163.157894736842,-241.851851851852,-229.213483146067,-153.025936599424,-138.327526132404,-244.230769230769
1998,"United Kingdom",749,2512,776,72,4109,-144.355300859599,-220.673076923077,-246.376811594203,-148.426150121065,-177.519379844961,-105.299539170507,-113.134328358209,-135.031847133758
1998,"Georgia",5,NA,NA,NA,5,75,59.4594594594595,0,75.3246753246753,93.75,84,75.8620689655172,85.7142857142857
1998,"Greece",53,45,4,11,113,25.1588310038119,37.2413793103448,57.8947368421053,23.8341968911917,13.3333333333333,20.6060606060606,8.51063829787234,40
1998,"Guatemala",5,NA,NA,NA,5,79.3028322440087,84.375,82.3529411764706,72,72.2222222222222,80.3921568627451,87.2727272727273,82.1428571428571
1998,"Hong Kong SAR China",25,289,6,7,327,-35.5140186915888,48,50,7.33333333333333,16,-81.8181818181818,-112.209302325581,12.7659574468085
1998,"Honduras",1,NA,NA,NA,1,86.6666666666667,87.3563218390805,82.3529411764706,85.1851851851852,90.9090909090909,89.4736842105263,88.0952380952381,78.2608695652174
1998,"Croatia",26,1,1,4,32,51.4032496307238,53,66.6666666666667,53.1914893617021,0,41.9161676646707,61.7834394904459,74.468085106383
1998,"Hungary",187,65,5,38,295,16.6482910694598,4.79452054794521,17.2413793103448,17.6767676767677,-20,17.0940170940171,27.6243093922652,39.0625
1998,"Indonesia",30,87,30,14,161,65.7687991021324,76.4705882352941,87.6923076923077,25.4335260115607,80.4347826086957,74.0384615384615,70.6293706293706,70.2702702702703
1998,"Ireland",21,40,3,3,67,-2.33236151603499,23.2394366197183,4.76190476190476,14.5833333333333,8.33333333333333,-18.8405797101449,-28.0821917808219,-17.0212765957447
1998,"Israel",138,163,4,13,318,13.1233595800525,-63.9175257731959,89.1891891891892,35.3741496598639,57.1428571428571,-8.25242718446602,11.6279069767442,85.1851851851852
1998,"India",4,NA,1,12,17,-52.3297491039427,-101.680672268908,0,-104.6875,-48.6111111111111,-31.2757201646091,-31.547619047619,-27.536231884058
1998,"Iceland",8,5,NA,NA,13,82.4847250509165,97.3684210526316,100,55.6521739130435,84.375,87.3949579831933,86.4583333333333,100
1998,"Italy",163,244,34,18,459,-163.947368421053,-188.4,-291.803278688525,-163.551401869159,-198.969072164948,-122.311827956989,-134.628975265018,-212.5
1998,"Japan",706,10527,126,8222,19581,-235.108695652174,-136.8,-130.952380952381,-478.231292517007,-217.910447761194,-214.342629482072,-138.709677419355,-350.704225352113
1998,"South Korea",1570,12516,88,243,14417,-107.339449541284,-24.1071428571429,-50,-330.708661417323,-107.017543859649,-59.8214285714286,-90.728476821192,-40.3225806451613
1998,"Lithuania",3,1,NA,7,11,42.7083333333333,47.5,75,42.1383647798742,55.7692307692308,33.1034482758621,34.375,57.6923076923077
1998,"Luxembourg",6,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Latvia",5,2,NA,39,46,65.1515151515152,62.6262626262626,92.8571428571429,61.5384615384615,75,60,70.7964601769911,64.7058823529412
1998,"Morocco",9,1,NA,4,14,81.7504655493482,88.75,88.8888888888889,85.4838709677419,93.75,79.5275590551181,66.6666666666667,78.9473684210526
1998,"Moldova",2,1,NA,4,7,72.108843537415,66.6666666666667,0,53.6231884057971,79.1666666666667,91.1764705882353,75,78.9473684210526
1998,"Mexico",180,214,45,27,466,24.2632612966601,10.0719424460432,55.9322033898305,4.18848167539267,25.7142857142857,29.4117647058824,33.3333333333333,31.8840579710145
1998,"Malaysia",9,29,3,1,42,-32.8009828009828,-12.2950819672131,21.1538461538462,-90.9090909090909,5.26315789473684,-35.5670103092784,-29.7619047619048,-40
1998,"Netherlands",236,221,35,11,503,-111.0365398956,-146.79802955665,-107.317073170732,-125.077399380805,-164.473684210526,-78.1065088757396,-87.4074074074074,-131.111111111111
1998,"Norway",175,223,785,35,1218,-35.4279523293608,-44.078947368421,51.2820512820513,-62.4277456647399,-1.92307692307692,-77.3755656108597,4.28571428571429,-11.8421052631579
1998,"New Zealand",125,58,13,10,206,-5.30503978779841,-31.7829457364341,3.84615384615385,0,40.4255319148936,9.9009900990099,3.08641975308642,-95.6521739130435
1998,"Panama",1,NA,NA,NA,1,98.7341772151899,97.4358974358974,100,100,100,97.9381443298969,98.3050847457627,100
1998,"Peru",10,3,5,2,20,83.2394366197183,92.3076923076923,80.6451612903226,80.6060606060606,90.4761904761905,82.1052631578947,80.7692307692308,79.1666666666667
1998,"Philippines",8,8,1,2,19,55.1020408163265,74.0384615384615,85.7142857142857,54.3046357615894,71.6666666666667,59.0643274853801,12.0689655172414,63.265306122449
1998,"Poland",144,87,44,36,311,11.5805946791862,-14.1304347826087,55.8823529411765,-24.3589743589744,0,23.1292517006803,40.9523809523809,56.8627450980392
1998,"Portugal",27,16,1,3,47,19.8917456021651,44.2477876106195,55.1724137931034,8.43373493975904,13.953488372093,16.5775401069519,2.83687943262411,43.3333333333333
1998,"Romania",11,2,NA,9,22,55.1763367463026,50.8196721311475,66.6666666666667,40.7035175879397,29.6875,51.6908212560386,76.1627906976744,77.6315789473684
1998,"Russia",51,80,50,334,515,15.1326053042122,42.7835051546392,13.953488372093,11.231884057971,12.6126126126126,-0.99009900990099,2.5974025974026,45.9677419354839
1998,"Sweden",209,214,92,42,557,-121.024734982332,-145.454545454545,-174.285714285714,-136.885245901639,-172.289156626506,-109.507042253521,-82.5892857142857,-93.0232558139535
1998,"Singapore",50,606,30,7,693,-51.4342235410485,-17.0542635658915,-2.08333333333333,-95.1456310679612,-5.88235294117647,-51.3618677042802,-64.622641509434,-36.4864864864865
1998,"Slovenia",9,3,1,11,24,17.7053824362606,26.4150943396226,9.52380952380952,27.7777777777778,-5.12820512820513,12.1052631578947,14.9350649350649,21.1538461538462
1998,"Slovakia",87,16,5,16,124,30.5194805194805,36.4341085271318,40,13.2075471698113,7.27272727272727,29.7142857142857,43.7908496732026,45.945945945946
1998,"El Salvador",2,NA,NA,NA,2,81.1594202898551,64.8148148148148,92.8571428571429,79.8165137614679,90,84.3373493975904,86.6666666666667,90
1998,"Tunisia",1,NA,1,NA,2,75.3731343283582,83.7837837837838,90,80.8823529411765,86.1111111111111,66.2068965517241,60,94.2857142857143
1998,"Turkey",61,24,3,11,99,-14.2263759086189,-29.8611111111111,-34.7826086956522,-12.3076923076923,-26.25,-11.0204081632653,0,-7.31707317073171
1998,"Taiwan",110,667,15,88,880,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Ukraine",3,NA,NA,NA,3,37.7613776137761,27.4193548387097,37.037037037037,19.1082802547771,41.6666666666667,29.064039408867,55.7692307692308,77.027027027027
1998,"United States",2650,15987,783,248,19668,-171.891534391534,-165.461847389558,-181.159420289855,-248.754448398576,-232.075471698113,-117.47311827957,-124.307692307692,-250.909090909091
1998,"Uruguay",2,3,1,1,7,86.0153256704981,88.1188118811881,100,86.4661654135338,81.8181818181818,84.6153846153846,82.2222222222222,90.625
1998,"South Africa",169,86,61,25,341,NA,NA,NA,NA,NA,NA,NA,NA
1999,"Argentina",105,35,14,10,164,47.4576271186441,48.8372093023256,58.8235294117647,51.5337423312883,58.3333333333333,38.7234042553192,53.9877300613497,26.1904761904762
1999,"Austria",290,560,47,24,921,-98.6779981114259,-96.2264150943396,-150,-114.146341463415,-88.7323943661972,-101.079136690647,-77.1689497716895,-96.4705882352941
1999,"Australia",1296,2866,572,167,4901,-38.1132075471698,-69.0058479532164,-100,-43.1111111111111,-64.3835616438356,-23.2394366197183,-2.9126213592233,-50.7936507936508
1999,"Belgium",37,33,11,7,88,-123.822975517891,-111.042944785276,-142.5,-139.316239316239,-195.714285714286,-132.342007434944,-71.9806763285024,-137.974683544304
1999,"Bulgaria",24,5,1,15,45,35.3025936599424,45.9016393442623,53.5714285714286,-1.35135135135135,67.2131147540984,41.25,26.4462809917355,68.5185185185185
1999,"Brazil",380,378,104,42,904,-24.3488108720272,-75.7352941176471,-24.4444444444444,-63.8157894736842,-22.4137931034483,-41.1016949152542,39.0625,48.4375
1999,"Canada",963,2254,565,146,3928,-14.7527242246438,0,18.5185185185185,-77.5510204081633,-31.9444444444444,-3.65448504983389,6.06060606060606,28.2051282051282
1999,"Switzerland",9,16,1,4,30,-129.662698412698,-171.830985915493,-131.428571428571,-156.930693069307,-153.333333333333,-136.781609195402,-91.304347826087,-52.5641025641026
1999,"China",330,2034,81,807,3252,-117.788461538462,-140.740740740741,-76.1194029850746,-185.164835164835,-20.4081632653061,-99.6078431372549,-143.939393939394,-64.1025641025641
1999,"Colombia",71,14,9,1,95,61.7696160267112,39.3617021276596,50,51.7543859649123,64.2857142857143,69.375,72.2222222222222,80
1999,"Costa Rica",6,NA,NA,NA,6,67.1844660194175,45.679012345679,90.9090909090909,69.4444444444444,81.25,76.4705882352941,61.1764705882353,65.3846153846154
1999,"Czechia",128,78,17,25,248,-26.4736297828335,-21.3793103448276,25.5813953488372,-56.0846560846561,-41.2698412698413,-40.2597402597403,-0.476190476190476,-11.6279069767442
1999,"Germany",2110,7933,442,473,10958,-130.691489361702,-146.096654275093,-171.428571428571,-149.58904109589,-174.809160305344,-103.483606557377,-103.092783505155,-154.838709677419
1999,"Denmark",255,155,43,33,486,-128.716216216216,-164.071856287425,-6.66666666666667,-145.901639344262,-192.727272727273,-150.724637681159,-72.6190476190476,-76.9230769230769
1999,"Estonia",10,6,1,NA,17,47.3856209150327,45.5445544554455,43.75,50.7042253521127,8.33333333333333,50.3496503496504,60.1626016260163,31.3725490196078
1999,"Egypt",18,2,6,1,27,93.5724962630792,86.734693877551,93.75,95.7055214723926,100,96.3541666666667,90.4255319148936,88.6363636363636
1999,"Spain",323,414,21,111,869,-102.007299270073,-140.116279069767,-56,-96.7213114754098,-125,-99.6078431372549,-86.1244019138756,-95.9183673469388
1999,"Finland",88,131,24,25,268,-84.8797250859106,-70.3125,-112.5,-114.444444444444,-160,-72.1030042918455,-73.3695652173913,-29.5081967213115
1999,"France",778,1107,103,66,2054,-158.429248476642,-149.350649350649,-173.684210526316,-190.42904290429,-187.128712871287,-131.216931216931,-138.487972508591,-199.137931034483
1999,"United Kingdom",735,2521,908,79,4243,-125.822643614055,-161.111111111111,-172.839506172839,-147.5,-141.304347826087,-92.1875,-95.6647398843931,-143.835616438356
1999,"Georgia",4,4,NA,1,9,74.8878923766816,50,71.4285714285714,68.3333333333333,95.2380952380952,82.1428571428571,78.5714285714286,70.5882352941177
1999,"Greece",62,42,7,8,119,28.0048076923077,33.112582781457,53.3333333333333,27.4038461538462,31.9148936170213,25.7142857142857,12.4183006535948,45.5882352941176
1999,"Guatemala",4,NA,NA,1,5,78.5234899328859,76.4705882352941,85.7142857142857,71.4285714285714,86.2068965517241,81.8181818181818,84.375,80
1999,"Hong Kong SAR China",52,683,12,10,757,-40.0788436268068,43.8202247191011,57.5757575757576,-7.53424657534247,-10.4166666666667,-59.8173515981735,-128.323699421965,11.3207547169811
1999,"Honduras",5,NA,NA,NA,5,88.4514435695538,86.3636363636364,92.3076923076923,84.7328244274809,100,93.4782608695652,90.4761904761905,78.9473684210526
1999,"Croatia",6,NA,2,4,12,47.8978978978979,56.989247311828,63.6363636363636,62.2516556291391,-5.26315789473684,30.4878048780488,55.8441558441558,54.5454545454545
1999,"Hungary",210,141,7,30,388,20.4145077720207,17.7631578947368,25,23.6453201970443,-23.6363636363636,13.0252100840336,25.7575757575758,51.7241379310345
1999,"Indonesia",46,86,24,6,162,37.5460122699387,43.8461538461538,64.1509433962264,7.33333333333333,44.9275362318841,51,30.4964539007092,38.8888888888889
1999,"Ireland",13,49,3,7,72,15.3638814016173,29.1139240506329,21.4285714285714,21.0191082802548,8.92857142857143,-4.10958904109589,18.9542483660131,2.27272727272727
1999,"Israel",161,188,6,14,369,10.4193138500635,-51.3513513513513,93.75,26.5734265734266,54.9019607843137,-5.42986425339367,9.65909090909091,71.6981132075472
1999,"India",2,1,1,5,9,-46.8643101482326,-103.937007874016,5.55555555555556,-81.4285714285714,-37.8378378378378,-27.734375,-34.2857142857143,-11.5942028985507
1999,"Iceland",8,7,NA,NA,15,78.3567134268537,92.1052631578947,100,46.7889908256881,97.0588235294118,82.3076923076923,80.3921568627451,100
1999,"Italy",173,258,45,18,494,-143.935643564356,-183.333333333333,-232.352941176471,-131.073446327684,-157.943925233645,-106.598984771574,-127.526132404181,-186.486486486486
1999,"Japan",690,10071,130,8903,19794,-207.268951194185,-102.877697841727,-118.604651162791,-500.704225352113,-229.6875,-203.6,-92.1810699588477,-257.317073170732
1999,"South Korea",2011,16305,156,328,18800,-95.2669902912621,-15.3846153846154,-130.434782608696,-337.5,-107.017543859649,-49.1735537190083,-73.8888888888889,10.3896103896104
1999,"Lithuania",1,NA,1,5,7,41.5644171779141,43.9252336448598,72.7272727272727,36.734693877551,70.1754385964912,30.9859154929577,31.5384615384615,61.7021276595745
1999,"Luxembourg",1,3,NA,NA,4,-22.5388601036269,38.5964912280702,6.25,-68.9189189189189,46.4285714285714,-49.4949494949495,-6.25,-56.25
1999,"Latvia",2,2,1,1,6,60.0985221674877,55.7692307692308,92.3076923076923,54.8611111111111,82,51.5873015873016,63.9344262295082,66
1999,"Morocco",11,NA,NA,1,12,80.9440559440559,83.5294117647059,87.5,84.5528455284553,90.3846153846154,78.9115646258503,67.3913043478261,85.3658536585366
1999,"Moldova",7,3,2,8,20,64.7509578544061,56.4516129032258,100,45,76.4705882352941,75.9259259259259,76.7441860465116,77.2727272727273
1999,"Mexico",11,NA,NA,NA,11,30.8678500986193,23.0263157894737,74.5098039215686,16.6666666666667,33.8709677419355,29.1814946619217,34.8258706467662,46.6666666666667
1999,"Malaysia",7,30,3,1,41,-18.0887372013652,-4,25,-52.0833333333333,14.8148148148148,-23.8532110091743,-19.7860962566845,-18.4210526315789
1999,"Netherlands",234,184,28,17,463,-101.448225923244,-144.545454545455,-130,-123.547400611621,-135.294117647059,-82.7160493827161,-50,-97.2477064220184
1999,"Norway",160,249,783,30,1222,-22.1311475409836,-13.75,34.1463414634146,-53.0054644808743,-14.2857142857143,-54.6218487394958,6.51162790697674,15.6626506024096
1999,"New Zealand",124,65,7,9,205,-9.12698412698413,-50.4065040650407,-33.3333333333333,10.6666666666667,40.8163265306122,-4.36893203883495,0,-61.9047619047619
1999,"Panama",1,1,NA,NA,2,99.0430622009569,98.8095238095238,100,99.1525423728814,100,98,100,100
1999,"Peru",8,9,5,4,26,83.2826747720365,87.3684210526316,67.8571428571429,83.7662337662338,91.6666666666667,83.2402234636871,80,82.051282051282
1999,"Philippines",3,1,NA,NA,4,51.4577259475219,66.3366336633663,80.5555555555556,53.6764705882353,70.6896551724138,50.5494505494505,21.3114754098361,49.0196078431373
1999,"Poland",131,74,44,45,294,19.7934595524957,8.98876404494382,70.9677419354839,-10.7913669064748,-2.08333333333333,22.2222222222222,47.0588235294118,62.1621621621622
1999,"Portugal",34,13,NA,9,56,17.3387096774194,37.9310344827586,65.625,1.85185185185185,18.6046511627907,13.0434782608696,9.52380952380952,25
1999,"Romania",14,1,NA,13,28,56.3204005006258,52.8301886792453,77.7777777777778,41.7647058823529,8.16326530612245,55.4455445544555,75.5952380952381,76.4705882352941
1999,"Russia",78,90,40,335,543,-2.85714285714286,28.2352941176471,-9.52380952380952,-10.6870229007634,-12.0879120879121,-18.6131386861314,-10.9004739336493,34.2857142857143
1999,"Sweden",226,326,57,50,659,-114.148471615721,-145.086705202312,-131.578947368421,-144.68085106383,-172.941176470588,-110.48951048951,-59.349593495935,-69.5121951219512
1999,"Singapore",11,208,10,6,235,-44.8045757864633,-2.89855072463768,2.04081632653061,-87.9396984924623,-12.8571428571429,-53.9325842696629,-52.991452991453,-16.304347826087
1999,"Slovenia",5,7,1,3,16,18.6903137789905,6.79611650485437,21.7391304347826,29.2993630573248,19.4444444444444,9.32642487046632,20.2453987730061,36.2068965517241
1999,"Slovakia",74,17,1,11,103,25.3462603878116,26.4957264957265,25,0.709219858156028,20.6896551724138,26.5060240963855,45.4545454545455,30.3030303030303
1999,"Tajikistan",2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1999,"Tunisia",1,NA,1,NA,2,75.3676470588235,88,95,74.8201438848921,84.6153846153846,73.4177215189873,56.3829787234042,93.75
1999,"Turkey",79,15,9,8,111,-31.1946902654867,-47.3282442748092,-64.2857142857143,-24.4791666666667,-77.7777777777778,-21.3114754098361,-15,-29.1666666666667
1999,"Taiwan",123,963,6,173,1265,NA,NA,NA,NA,NA,NA,NA,NA
1999,"Ukraine",13,2,1,1,17,26.3087248322148,17.6470588235294,5,5.67375886524823,20.3125,25,38.8888888888889,72.463768115942
1999,"United States",3005,16348,830,249,20432,-154.22446406053,-154.724409448819,-137.5,-233.098591549296,-239.60396039604,-98.780487804878,-112.316715542522,-216.379310344828
1999,"Uruguay",5,1,NA,1,7,85.9719438877756,81.6091954022989,100,84.3478260869565,82.6086956521739,86.4661654135338,87.2340425531915,94.2857142857143
1999,"South Africa",143,67,53,15,278,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Argentina",129,63,22,19,233,39.4526795895097,45.6692913385827,70.7317073170732,34.9693251533742,48.3870967741936,28.3524904214559,44.7058823529412,41.5094339622642
2000,"Austria",226,451,72,24,773,-89.0365448504983,-83.5164835164835,-105.882352941176,-89.5833333333333,-90.2777777777778,-103.225806451613,-68.5185185185185,-102.53164556962
2000,"Australia",1468,4409,637,208,6722,-29.7478991596639,-54.8022598870056,-108.888888888889,-36.0995850622407,-40.5063291139241,-21.7665615141956,16.99604743083,-80.7692307692308
2000,"Bosnia & Herzegovina",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Belgium",25,23,14,5,67,-128.481012658228,-123.636363636364,-144.444444444444,-144.214876033058,-218.840579710145,-144.927536231884,-63.3928571428571,-129.411764705882
2000,"Bulgaria",30,11,NA,17,58,28.3847980997625,47.4074074074074,54.5454545454545,2.27272727272727,60.6060606060606,33.0188679245283,15.3374233128834,31.5789473684211
2000,"Brazil",460,513,162,75,1210,-36.4238410596026,-88.6363636363636,-36.9565217391304,-76.7123287671233,-33.3333333333333,-46.031746031746,10.6598984771574,42.4657534246575
2000,"Canada",1014,2495,586,167,4262,-3.92727272727273,14.6017699115044,-16.6666666666667,-57.3584905660377,-21.5189873417722,-2.01729106628242,17.5548589341693,45.0549450549451
2000,"Switzerland",11,20,5,4,40,-125.92936802974,-158.620689655172,-161.290322580645,-160.696517412935,-143.076923076923,-133.916083916084,-80.377358490566,-75.9036144578313
2000,"China",337,1991,96,996,3420,-133.872416891285,-174.683544303797,-106.349206349206,-220.879120879121,-25.2336448598131,-112.056737588652,-133.898305084746,-101.176470588235
2000,"Colombia",5,9,4,1,19,57.9494799405646,38.5321100917431,60.8695652173913,58.4615384615385,62.7906976744186,61.6216216216216,65.2777777777778,58.974358974359
2000,"Cuba",1,1,NA,NA,2,92.8443649373882,78.125,88.8888888888889,94.8148148148148,98.1132075471698,95,92.3809523809524,96.969696969697
2000,"Czechia",69,52,3,41,165,-26.5217391304348,-2.27272727272727,-18.9189189189189,-49.5049504950495,-58.7301587301587,-30.0632911392405,-13.8461538461538,-27.0833333333333
2000,"Germany",1938,7206,385,453,9982,-142.974753018661,-142.80442804428,-205.128205128205,-185.269121813031,-181.746031746032,-114.132762312634,-107.407407407407,-158.389261744966
2000,"Denmark",205,132,37,44,418,-142.129105322763,-179.746835443038,0,-176.373626373626,-209.433962264151,-149.065420560748,-81.5476190476191,-107.792207792208
2000,"Estonia",10,23,1,NA,34,50.1392757660167,59.8214285714286,47.0588235294118,46.0526315789474,34.0425531914894,58.0459770114943,54.7169811320755,19.2982456140351
2000,"Egypt",11,NA,10,NA,21,89.4356005788712,72.7272727272727,93.75,90.0621118012422,100,93.7799043062201,85.1063829787234,97.7777777777778
2000,"Spain",281,354,32,91,758,-105.424321959755,-149.444444444444,-87.2340425531915,-119.026548672566,-88.3116883116883,-90.8759124087591,-87.5,-99.0654205607477
2000,"Finland",71,160,22,21,274,-79.0305584826133,-41.5492957746479,-112.121212121212,-129.775280898876,-136.363636363636,-72.1774193548387,-76.2135922330097,3.94736842105263
2000,"France",678,1122,107,64,1971,-138.452309538092,-114.814814814815,-144.444444444444,-182.874617737003,-168.181818181818,-111.764705882353,-104.494382022472,-238.793103448276
2000,"United Kingdom",680,3385,1093,87,5245,-149.664838513102,-169.298245614035,-185.333333333333,-189.473684210526,-184.745762711864,-127.061855670103,-100,-152.903225806452
2000,"Georgia",5,4,NA,18,27,79.3233082706767,77.4193548387097,0,71.6417910447761,87.5,78.3783783783784,88.8888888888889,100
2000,"Greece",83,74,7,18,182,30.3571428571429,33.3333333333333,52.7777777777778,36.8932038834951,31.3725490196078,18.1818181818182,16.7785234899329,51.3888888888889
2000,"Guatemala",6,NA,NA,NA,6,81.0606060606061,84.1584158415842,95.8333333333333,71.8518518518519,67.8571428571429,84.7328244274809,88.0952380952381,76
2000,"Hong Kong SAR China",37,308,11,4,360,-40.3329065300896,25,46.4285714285714,-12.0567375886525,12.7272727272727,-62.8318584070796,-117.67955801105,24.1935483870968
2000,"Honduras",2,NA,NA,1,3,85.0710900473934,75.6756756756757,95.2380952380952,80.6451612903226,91.6666666666667,89.1304347826087,98.4375,69.5652173913043
2000,"Croatia",12,3,NA,9,24,47.3177441540578,50.9615384615385,68.1818181818182,61.875,11.6279069767442,36.734693877551,45.7516339869281,61.2244897959184
2000,"Hungary",237,139,4,23,403,15.3217568947906,6.04026845637584,41.1764705882353,29.3023255813954,-32.7586206896552,0.829875518672199,28.3582089552239,29.6296296296296
2000,"Indonesia",54,111,36,6,207,36.0934182590234,51.7006802721088,58.4905660377358,25.2747252747253,49.4117647058824,42.5438596491228,25.4545454545455,7.31707317073171
2000,"Ireland",17,36,2,1,56,22.4824355971897,21.1180124223602,25,26.8817204301075,1.66666666666667,16.5714285714286,26.9430051813472,38.2978723404255
2000,"Israel",111,164,4,12,291,19.3111931119311,-49.0740740740741,79.4117647058823,36.241610738255,69.2307692307692,0.421940928270042,27.6243093922652,80.7692307692308
2000,"India",5,1,1,17,24,-57.1577847439916,-110.144927536232,0,-109.859154929577,-107.246376811594,-36.1702127659575,-21.9387755102041,-23.5294117647059
2000,"Iceland",4,6,NA,NA,10,71.9851576994434,84.8484848484848,78.5714285714286,51.3274336283186,86.6666666666667,76.5957446808511,65.6716417910448,100
2000,"Italy",188,332,52,15,587,-153.300124533001,-191.633466135458,-269.84126984127,-138.526912181303,-169.52380952381,-119.312169312169,-124.183006535948,-208.666666666667
2000,"Jordan",4,NA,2,NA,6,58.641975308642,57.3333333333333,27.7777777777778,41.8367346938776,66.6666666666667,62.043795620438,69.3877551020408,75.7575757575758
2000,"Japan",690,10225,100,9307,20322,-194.845360824742,-101.526717557252,-66,-469.655172413793,-186.95652173913,-190.909090909091,-91.7695473251029,-263.291139240506
2000,"South Korea",2915,16099,186,523,19723,-79.9145299145299,-33.6283185840708,-60.6060606060606,-260.509554140127,-111.111111111111,-40.530303030303,-43.3035714285714,-8.53658536585366
2000,"Lithuania",1,1,1,9,12,41.1843876177658,47.1074380165289,50,38.961038961039,56,38.2198952879581,33.1325301204819,54.7169811320755
2000,"Latvia",1,3,1,7,12,60.1173020527859,54.2056074766355,93.3333333333333,58.8607594936709,77.3584905660377,53.5947712418301,61.3636363636364,64.0625
2000,"Morocco",2,3,1,7,13,77.8309409888357,91.358024691358,80,77.037037037037,84.3137254901961,76.7441860465116,61.7886178861789,100
2000,"Moldova",5,1,1,13,20,73.2970027247956,61.1940298507463,33.3333333333333,61.9718309859155,72.2222222222222,84.375,83.3333333333333,67.8571428571429
2000,"Mexico",10,NA,NA,NA,10,29.4350842418236,20.6896551724138,58.1818181818182,29.1079812206573,25.8620689655172,19.5571955719557,39.2344497607655,39.6551724137931
2000,"Malaysia",6,20,4,1,31,-4.27528675703858,12.781954887218,34.6938775510204,-2.89017341040462,19.3181818181818,-19.6506550218341,-18.5365853658537,-4.8780487804878
