"year","country","agr_pat","dat_pat","min_pat","ene_pat","all_pat","TIDR_all","TIDR_agr","TIDR_min","TIDR_log","TIDR_nuc","TIDR_wind","TIDR_solar","TIDR_bio"
2001,"Kenya",NA,NA,NA,NA,NA,78.0523255813954,77.9816513761468,90,75.5102040816327,82.2222222222222,81.7204301075269,73.943661971831,74.3589743589744
2001,"Kuwait",NA,NA,NA,NA,NA,80.4494382022472,93.3333333333333,56.25,75.2941176470588,96.4285714285714,66.3865546218487,89.6907216494845,88
2001,"Kyrgyzstan",NA,NA,NA,NA,NA,50.990099009901,53.3333333333333,57.1428571428571,24.0740740740741,-50,64.1509433962264,72.7272727272727,87.5
2001,"Lebanon",NA,NA,NA,NA,NA,51.5576323987539,56.8181818181818,29.4117647058824,41.4285714285714,75,55.8139534883721,52.9801324503311,45.6521739130435
2001,"Lesotho",NA,NA,NA,NA,NA,91.0714285714286,85.7142857142857,100,93.3333333333333,71.4285714285714,100,100,80
2001,"Madagascar",NA,NA,NA,NA,NA,86.5168539325843,96,100,88.2352941176471,86.9565217391304,78.0701754385965,85.5555555555556,91.1764705882353
2001,"Malawi",NA,NA,NA,NA,NA,74.7169811320755,82.3529411764706,33.3333333333333,47.1428571428571,90,91.4893617021277,84.9056603773585,83.3333333333333
2001,"Maldives",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2001,"Mali",NA,NA,NA,NA,NA,78.5907859078591,92.8571428571429,66.6666666666667,63.8655462184874,64.2857142857143,86.3636363636364,88.4615384615385,89.6551724137931
2001,"Malta",NA,NA,NA,NA,NA,92.5301204819277,96.2264150943396,100,97.5903614457831,60,92.6605504587156,91.9642857142857,100
2001,"Mauritania",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2001,"Mauritius",NA,NA,NA,NA,NA,78.5425101214575,76.271186440678,61.5384615384615,73.5294117647059,89.1891891891892,77.7777777777778,84.3478260869565,75
2001,"Mongolia",NA,NA,NA,NA,NA,96.8197879858657,100,100,95.4545454545455,90.9090909090909,98.5714285714286,96.9230769230769,95
2001,"Montserrat",NA,NA,NA,NA,NA,56.6666666666667,60,NA,41.6666666666667,NA,50,83.3333333333333,100
2001,"Mozambique",NA,NA,NA,NA,NA,86.2857142857143,94.7368421052632,100,81.1320754716981,100,84.7058823529412,86.2068965517241,83.3333333333333
2001,"Myanmar (Burma)",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2001,"Namibia",NA,NA,NA,NA,NA,41.0958904109589,32,0,46.2686567164179,0,46,52.0833333333333,20
2001,"New Caledonia",NA,NA,NA,NA,NA,83.0334190231362,94.4444444444444,90,81.3725490196078,91.6666666666667,79.2792792792793,80.2197802197802,92.5925925925926
2001,"Nicaragua",NA,NA,NA,NA,NA,82.560706401766,74.2857142857143,66.6666666666667,74.4,88.8888888888889,89.0625,88.75,95.6521739130435
2001,"Niger",NA,NA,NA,NA,NA,77.6190476190476,77.2727272727273,100,63.7931034482759,62.5,85.4166666666667,84.7826086956522,80.9523809523809
2001,"Nigeria",NA,NA,NA,NA,NA,99.5962314939435,100,100,100,100,98.6842105263158,99.0196078431373,100
2001,"North Macedonia",NA,NA,NA,NA,NA,80,84.1463414634146,100,80,75,73.1884057971015,80.5309734513274,93.5483870967742
2001,"Oman",NA,NA,NA,NA,NA,77.5641025641026,90.6976744186046,100,47.6190476190476,95.2380952380952,86.9158878504673,83.3333333333333,96.1538461538462
2001,"Papua New Guinea",NA,NA,NA,NA,NA,82.2981366459627,87.719298245614,71.4285714285714,72.289156626506,80.9523809523809,84.3373493975904,91.4893617021277,83.3333333333333
2001,"Paraguay",NA,NA,NA,NA,NA,95.5145118733509,96.7213114754098,100,94.3181818181818,100,97.196261682243,94.5205479452055,86.3636363636364
2001,"Qatar",NA,NA,NA,NA,NA,98.8416988416988,100,100,100,100,95.6896551724138,100,97.2972972972973
2001,"Rwanda",NA,NA,NA,NA,NA,88.9908256880734,96.969696969697,69.2307692307692,68,100,97.6190476190476,100,87.5
2001,"St. Kitts & Nevis",NA,NA,NA,NA,NA,93.2330827067669,90,100,94.5945945945946,100,94.1176470588235,94.8717948717949,71.4285714285714
2001,"St. Lucia",NA,NA,NA,NA,NA,92.1787709497207,92.3076923076923,100,87.8048780487805,100,94.1176470588235,92.8571428571429,85.7142857142857
2001,"St. Vincent & Grenadines",NA,NA,NA,NA,NA,89.4736842105263,80,66.6666666666667,86.6666666666667,100,91.304347826087,91.304347826087,100
2001,"Samoa",NA,NA,NA,NA,NA,77.5510204081633,86.6666666666667,100,57.6923076923077,71.4285714285714,86.6666666666667,80,100
2001,"São Tomé & Príncipe",NA,NA,NA,NA,NA,97.5609756097561,100,100,100,NA,100,100,80
2001,"Saudi Arabia",NA,NA,NA,NA,NA,77.4674115456238,86.1386138613861,95.8333333333333,60,92.8571428571429,77.7777777777778,80,79.3103448275862
2001,"Senegal",NA,NA,NA,NA,NA,76.7857142857143,80,82.3529411764706,57.2916666666667,92.8571428571429,80.4123711340206,84.0909090909091,90
2001,"Seychelles",NA,NA,NA,NA,NA,96.9788519637462,100,100,95.3125,100,96.3302752293578,95.7746478873239,100
2001,"Sri Lanka",NA,NA,NA,NA,NA,75.8358662613982,85.1851851851852,82.7586206896552,75.9398496240601,73.469387755102,73.5135135135135,71.830985915493,79.4871794871795
2001,"Sudan",NA,NA,NA,NA,NA,95.8837772397094,97.1428571428571,100,92.4812030075188,89.4736842105263,97.4025974025974,100,100
2001,"Suriname",NA,NA,NA,NA,NA,82.258064516129,86.4864864864865,100,67.2131147540984,100,85.1851851851852,96.2962962962963,85.7142857142857
2001,"Syria",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2001,"Thailand",NA,NA,NA,NA,NA,-23.6943907156673,-30.4347826086957,0,-85.1648351648352,-6.55737704918033,-8.54430379746835,-9.48275862068965,-2.5
2001,"Togo",NA,NA,NA,NA,NA,68.8,94.1176470588235,-100,56.3636363636364,100,80,68.75,90
2001,"Tonga",NA,NA,NA,NA,NA,97.6744186046512,100,NA,90,NA,100,100,100
2001,"Trinidad & Tobago",NA,NA,NA,NA,NA,25.6,52.3809523809524,-60,20.9302325581395,14.2857142857143,34.1269841269841,22.2222222222222,-6.25
2001,"Turks & Caicos Islands",NA,NA,NA,NA,NA,33.3333333333333,NA,NA,33.3333333333333,NA,NA,NA,NA
2001,"Tuvalu",NA,NA,NA,NA,NA,100,NA,NA,100,NA,100,NA,NA
2001,"Uganda",NA,NA,NA,NA,NA,89.8128898128898,95.6521739130435,93.3333333333333,75.8333333333333,91.304347826087,96.8085106382979,92.3809523809524,93.75
2001,"United Arab Emirates",NA,NA,NA,NA,NA,14.1414141414141,44.1717791411043,NA,-20.4166666666667,54.0540540540541,NA,NA,38.8888888888889
2001,"Tanzania",NA,NA,NA,NA,NA,97.0976253298153,90.9090909090909,100,98.0676328502416,97.6744186046512,98.8095238095238,98.4615384615385,96
2001,"Venezuela",NA,NA,NA,NA,NA,81.3273340832396,83.4586466165414,88.5714285714286,77.8947368421053,91.5492957746479,79.3103448275862,79.1139240506329,84.2857142857143
2001,"Vietnam",NA,NA,NA,NA,NA,73.5336194563662,70.7070707070707,97.8260869565217,80.6060606060606,89.4736842105263,52.1472392638037,72.2772277227723,83.8235294117647
2001,"Wallis & Futuna",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2001,"Zambia",NA,NA,NA,NA,NA,88.5714285714286,90.6976744186046,84.6153846153846,80.1801801801802,100,87.5,93.5897435897436,100
2001,"Zimbabwe",NA,NA,NA,NA,NA,85.5392156862745,80.7017543859649,72.7272727272727,80.4597701149425,93.75,87.6923076923077,88.0952380952381,95.6521739130435
2002,"Albania",NA,NA,NA,NA,NA,91.5816326530612,91.044776119403,94.1176470588235,93.2330827067669,85,93.75,92.1875,81.4814814814815
2002,"Andorra",NA,NA,NA,NA,NA,83.6363636363636,95.2380952380952,66.6666666666667,75,100,90.3225806451613,82.9268292682927,75
2002,"Anguilla",NA,NA,NA,NA,NA,88.0952380952381,100,75,83.3333333333333,100,100,83.3333333333333,100
2002,"Armenia",NA,NA,NA,NA,NA,72.7272727272727,66.6666666666667,-75,27.5,83.3333333333333,90.2173913043478,85.9649122807018,72.2222222222222
2002,"Aruba",NA,NA,NA,NA,NA,61.2903225806452,NA,NA,68.75,63.6363636363636,NA,NA,38.0952380952381
2002,"Azerbaijan",NA,NA,NA,NA,NA,81.9121447028424,88.6363636363636,90,55.421686746988,86.3636363636364,86.7768595041322,91.358024691358,96.1538461538462
2002,"Bahamas",NA,NA,NA,NA,NA,68,27.2727272727273,75,62.8571428571429,72.7272727272727,74.1935483870968,79.1666666666667,77.7777777777778
2002,"Bahrain",NA,NA,NA,NA,NA,86.8884540117417,92.1875,92.3076923076923,80.3418803418803,87.1794871794872,85.8156028368794,92.3809523809524,84.375
2002,"Bangladesh",NA,NA,NA,NA,NA,90.3328050713154,99,100,90.2255639097744,98.0392156862745,86.4197530864197,81,91.3793103448276
2002,"Barbados",NA,NA,NA,NA,NA,77.6595744680851,74,88.8888888888889,65.2173913043478,77.7777777777778,88.8,70.4545454545455,88.2352941176471
2002,"Belarus",NA,NA,NA,NA,NA,34.789644012945,39.2857142857143,43.75,-17.3913043478261,53.4883720930233,37.2093023255814,52.4822695035461,72.3404255319149
2002,"Belize",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Benin",NA,NA,NA,NA,NA,90.6382978723404,82.1428571428571,100,84.4155844155844,100,94.3396226415094,96.078431372549,100
2002,"Bolivia",NA,NA,NA,NA,NA,86.5758754863813,93.3333333333333,50,77.8688524590164,92.3076923076923,89.3939393939394,91.4285714285714,87.5
2002,"Botswana",NA,NA,NA,NA,NA,65.6370656370656,58.8235294117647,75,58.1081081081081,66.6666666666667,72,76.7857142857143,50
2002,"Brunei",NA,NA,NA,NA,NA,75.3894080996885,90,100,64.0625,90,74.7126436781609,65.6716417910448,85.1851851851852
2002,"Burkina Faso",NA,NA,NA,NA,NA,83.3333333333333,92.4528301886792,16.6666666666667,59.4594594594595,91.6666666666667,90,95.5882352941177,96.2962962962963
2002,"Burundi",NA,NA,NA,NA,NA,99.2700729927007,100,100,100,100,100,100,85.7142857142857
2002,"Cape Verde",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Cambodia",NA,NA,NA,NA,NA,86.2676056338028,92.6829268292683,88.8888888888889,70.1298701298701,95.4545454545455,88.4057971014493,94.2307692307692,100
2002,"Cameroon",NA,NA,NA,NA,NA,86.5900383141762,98.75,83.3333333333333,76.0330578512397,100,81.294964028777,89.8989898989899,95
2002,"Central African Republic",NA,NA,NA,NA,NA,92.1875,66.6666666666667,100,88.4615384615385,100,100,100,100
2002,"Chile",NA,NA,NA,NA,NA,65.1053864168618,64.5161290322581,70.7317073170732,53.3742331288344,80,61.9246861924686,69.4117647058823,80.6451612903226
2002,"Macao SAR China",NA,NA,NA,NA,NA,86.0606060606061,100,NA,94.4444444444444,75,79.0697674418605,100,NA
2002,"Comoros",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Cook Islands",NA,NA,NA,NA,NA,100,100,NA,100,100,NA,NA,100
2002,"Côte d’Ivoire",NA,NA,NA,NA,NA,67.6789587852494,78.9473684210526,72.7272727272727,45.6310679611651,89.6551724137931,67.2,73.8738738738739,80
2002,"Dominica",NA,NA,NA,NA,NA,81.3559322033898,80,100,67.8571428571429,100,80,86.8421052631579,100
2002,"Eswatini",NA,NA,NA,NA,NA,-13.7931034482759,-15.3846153846154,-66.6666666666667,7.14285714285714,-20,0,-12.5,-50
2002,"Ethiopia",NA,NA,NA,NA,NA,99.031007751938,98.7951807228916,90.4761904761905,99.1150442477876,100,100,99.1071428571429,100
2002,"Faroe Islands",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Fiji",NA,NA,NA,NA,NA,69.6296296296296,83.8709677419355,60,55.0724637681159,69.2307692307692,77.2151898734177,66.1016949152542,85.7142857142857
2002,"French Polynesia",NA,NA,NA,NA,NA,94.8717948717949,100,100,97.7272727272727,83.3333333333333,95,89.7959183673469,100
2002,"Gabon",NA,NA,NA,NA,NA,78.3068783068783,95.2380952380952,100,62.962962962963,80,83.0188679245283,84.375,71.4285714285714
2002,"Gambia",NA,NA,NA,NA,NA,93.9130434782609,100,100,92.1052631578947,83.3333333333333,78.5714285714286,100,100
2002,"Ghana",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Greenland",NA,NA,NA,NA,NA,91.25,100,100,88.2352941176471,100,77.7777777777778,92.3076923076923,100
2002,"Grenada",NA,NA,NA,NA,NA,90.9638554216867,92.8571428571429,100,87.8787878787879,100,90.1960784313726,90.7407407407407,100
2002,"Guinea",NA,NA,NA,NA,NA,98.5576923076923,100,83.3333333333333,98.5915492957747,100,97.6190476190476,100,100
2002,"Guyana",NA,NA,NA,NA,NA,80.6201550387597,81.25,83.3333333333333,70.6896551724138,100,84.0579710144928,86,68.75
2002,"Iran",NA,NA,NA,NA,NA,63.8065522620905,64.5454545454545,52.3809523809524,46.1538461538462,81.0344827586207,70.8074534161491,62.1951219512195,75.8620689655172
2002,"Jamaica",NA,NA,NA,NA,NA,89.1764705882353,93.8775510204082,90,85.8695652173913,96.1538461538462,91.304347826087,86.6071428571429,85.7142857142857
2002,"Kazakhstan",NA,NA,NA,NA,NA,77.0238095238095,82.7956989247312,82.3529411764706,63.9593908629442,82.5396825396825,75.4545454545455,80.5031446540881,94.5945945945946
2002,"Kenya",NA,NA,NA,NA,NA,69.1265060240964,70.6422018348624,68.4210526315789,69.3333333333333,80.4347826086957,70.253164556962,64.3356643356643,64.1025641025641
2002,"Kuwait",NA,NA,NA,NA,NA,76.8888888888889,90.3225806451613,41.6666666666667,68.6746987951807,96.1538461538462,60.377358490566,84.6153846153846,87.1794871794872
2002,"Kyrgyzstan",NA,NA,NA,NA,NA,60.4444444444444,71.0526315789474,66.6666666666667,18,-16.6666666666667,80.7692307692308,80,60
2002,"Lebanon",NA,NA,NA,NA,NA,45.9247648902821,60,11.1111111111111,16.9354838709677,80.6451612903226,58.0110497237569,48.0263157894737,30.952380952381
2002,"Lesotho",NA,NA,NA,NA,NA,76.3636363636364,62.5,66.6666666666667,77.7777777777778,50,100,85.7142857142857,60
2002,"Madagascar",NA,NA,NA,NA,NA,78.5016286644951,95.6521739130435,85.7142857142857,72.6027397260274,60,76.0869565217391,83.5443037974684,78.2608695652174
2002,"Malawi",NA,NA,NA,NA,NA,75.3424657534247,80.7692307692308,50,62.1951219512195,64.2857142857143,88.8888888888889,84.6153846153846,64.7058823529412
2002,"Maldives",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Mali",NA,NA,NA,NA,NA,66.5625,70.8333333333333,66.6666666666667,32.9896907216495,90.9090909090909,76.9230769230769,89.3333333333333,88
2002,"Malta",NA,NA,NA,NA,NA,81.917211328976,91.2280701754386,100,74.7126436781609,50,79.8319327731092,87.603305785124,94.5945945945946
2002,"Mauritania",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Mauritius",NA,NA,NA,NA,NA,76.9230769230769,76.271186440678,71.4285714285714,65.3465346534654,79.4117647058823,76.7295597484277,84.6774193548387,86.2068965517241
2002,"Mongolia",NA,NA,NA,NA,NA,-Inf,-Inf,NA,-Inf,NA,-Inf,-Inf,NA
2002,"Montserrat",NA,NA,NA,NA,NA,45.8333333333333,50,100,0,NA,33.3333333333333,87.5,NA
2002,"Mozambique",NA,NA,NA,NA,NA,73.6040609137056,81.3559322033898,14.2857142857143,64.7540983606557,89.4736842105263,73.9130434782609,81.1594202898551,80.7692307692308
2002,"Namibia",NA,NA,NA,NA,NA,48.6590038314176,46.4285714285714,54.5454545454545,42.1875,33.3333333333333,66.6666666666667,43.859649122807,39.1304347826087
2002,"New Caledonia",NA,NA,NA,NA,NA,88.1748071979435,90.4761904761905,100,84.1121495327103,100,88.8888888888889,87.3684210526316,95
2002,"Nicaragua",NA,NA,NA,NA,NA,85.5477855477856,80,100,80,88.8888888888889,88.7931034482759,90.6666666666667,84
2002,"Niger",NA,NA,NA,NA,NA,83.8383838383838,78.2608695652174,85.7142857142857,75,83.3333333333333,86.6666666666667,95.8333333333333,76.1904761904762
2002,"Nigeria",NA,NA,NA,NA,NA,98.1155778894472,99.0566037735849,100,96.6507177033493,98.5714285714286,98.1927710843374,97.5409836065574,100
2002,"North Macedonia",NA,NA,NA,NA,NA,82.9268292682927,79.3103448275862,95,86.6141732283465,69.4444444444444,80.4054054054054,82.2033898305085,97.3684210526316
2002,"Oman",NA,NA,NA,NA,NA,74.3434343434343,92.3076923076923,92.3076923076923,31.6666666666667,95.8333333333333,87.5,80.2325581395349,90.9090909090909
2002,"Papua New Guinea",NA,NA,NA,NA,NA,79.646017699115,83.9285714285714,85.7142857142857,69.4444444444444,88,73.9130434782609,87.0967741935484,92
2002,"Paraguay",NA,NA,NA,NA,NA,95.7317073170732,95.7446808510638,100,94.8051948051948,100,100,92.3076923076923,80
2002,"Philippines",NA,NA,NA,NA,NA,40.026075619296,59.3220338983051,41.6666666666667,27.5167785234899,54.0983606557377,48.0582524271845,25.3164556962025,27.4509803921569
2002,"Qatar",NA,NA,NA,NA,NA,80.9847198641766,80.188679245283,88,73.202614379085,90.3225806451613,82.03125,85.7142857142857,85.4166666666667
2002,"Rwanda",NA,NA,NA,NA,NA,89.6103896103896,94.5945945945946,85.7142857142857,75.8620689655172,100,97.6190476190476,96.4912280701754,81.25
2002,"St. Kitts & Nevis",NA,NA,NA,NA,NA,89.2857142857143,91.6666666666667,100,74.1935483870968,100,90.9090909090909,94.1176470588235,100
2002,"St. Lucia",NA,NA,NA,NA,NA,55.7823129251701,60,50,31.0344827586207,66.6666666666667,78,50,20
2002,"St. Vincent & Grenadines",NA,NA,NA,NA,NA,87.1951219512195,93.75,50,75,100,90.5660377358491,93.1818181818182,66.6666666666667
2002,"Samoa",NA,NA,NA,NA,NA,78.2608695652174,80,75,76.4705882352941,93.3333333333333,57.8947368421053,90,50
2002,"São Tomé & Príncipe",NA,NA,NA,NA,NA,88.6363636363636,80,100,83.3333333333333,100,100,100,100
2002,"Saudi Arabia",NA,NA,NA,NA,NA,74.8299319727891,87.0689655172414,95,49.2647058823529,90.6976744186046,82.0143884892086,63.013698630137,85.3658536585366
2002,"Senegal",NA,NA,NA,NA,NA,77.020202020202,76,81.25,59.4339622641509,88.8888888888889,79.7752808988764,84.8837209302326,100
2002,"Seychelles",NA,NA,NA,NA,NA,97.1014492753623,100,100,94.3661971830986,100,96.039603960396,97.4683544303797,100
2002,"Sierra Leone",NA,NA,NA,NA,NA,95.0354609929078,80,75,94.4444444444444,100,94.1176470588235,100,100
2002,"Solomon Islands",NA,NA,NA,NA,NA,98.4126984126984,100,NA,96.6666666666667,100,NA,NA,100
2002,"Sri Lanka",NA,NA,NA,NA,NA,68.7306501547988,75.2941176470588,93.5483870967742,59.8130841121495,87.5,64.0883977900553,60.5442176870748,85.1063829787234
2002,"Sudan",NA,NA,NA,NA,NA,95.7871396895787,95.4545454545455,100,93.167701863354,96,98.5915492957747,97.5,100
2002,"Suriname",NA,NA,NA,NA,NA,76.4367816091954,64.5161290322581,83.3333333333333,73.5849056603774,100,78.5714285714286,80,84.2105263157895
2002,"Syria",NA,NA,NA,NA,NA,99.1935483870968,100,83.3333333333333,100,100,100,100,100
2002,"Thailand",NA,NA,NA,NA,NA,-26.4509990485252,-9.67741935483871,26,-90.7608695652174,4.61538461538462,-16.1904761904762,-20.1716738197425,-21.25
2002,"Togo",NA,NA,NA,NA,NA,74.8251748251748,100,-33.3333333333333,53.5714285714286,100,96.1538461538462,84.2105263157895,80
2002,"Tonga",NA,NA,NA,NA,NA,98,91.6666666666667,NA,100,NA,100,100,100
2002,"Trinidad & Tobago",NA,NA,NA,NA,NA,47.8371501272265,45.7142857142857,77.7777777777778,46.0526315789474,81.25,47.4074074074074,43.8775510204082,41.6666666666667
2002,"Turks & Caicos Islands",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
2002,"Tuvalu",NA,NA,NA,NA,NA,88.8888888888889,100,NA,100,0,87.5,85.7142857142857,NA
2002,"Uganda",NA,NA,NA,NA,NA,89.5117540687161,93.75,94.1176470588235,73.3333333333333,97.1428571428571,97.2727272727273,92.9133858267717,93.9393939393939
2002,"United Arab Emirates",NA,NA,NA,NA,NA,19.1176470588235,44.2176870748299,NA,-7.81893004115226,55.8823529411765,NA,NA,38.8888888888889
2002,"Tanzania",NA,NA,NA,NA,NA,97.6952624839949,95.6204379562044,97.5609756097561,98.0582524271845,97.9591836734694,98.7878787878788,97.6190476190476,98.2456140350877
2002,"Venezuela",NA,NA,NA,NA,NA,74.0696278511405,82.9457364341085,71.0526315789474,60.4651162790698,85.7142857142857,72.3502304147465,76.8707482993197,82.089552238806
2002,"Vietnam",NA,NA,NA,NA,NA,68.7763713080169,65.7407407407407,92.3076923076923,75.609756097561,86.3636363636364,47.5,66.3551401869159,77.7777777777778
2002,"Wallis & Futuna",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2002,"Zambia",NA,NA,NA,NA,NA,86.9158878504673,97.6470588235294,89.4736842105263,78.2258064516129,95.6521739130435,89.7727272727273,86.3636363636364,73.9130434782609
2002,"Zimbabwe",NA,NA,NA,NA,NA,57.4117647058823,44.7368421052632,53.3333333333333,56.701030927835,64.7058823529412,67.741935483871,54.0540540540541,54.5454545454545
2003,"Albania",NA,NA,NA,NA,NA,88.4615384615385,89.8550724637681,85,89.7810218978102,82.3529411764706,90.4761904761905,89.0625,76
2003,"Andorra",NA,NA,NA,NA,NA,79.0055248618785,71.4285714285714,80,64.7058823529412,85.7142857142857,92.8571428571429,86.5384615384615,60
2003,"Anguilla",NA,NA,NA,NA,NA,85,100,50,84.375,100,100,62.5,100
2003,"Armenia",NA,NA,NA,NA,NA,78.3333333333333,83.3333333333333,28.5714285714286,56,92.3076923076923,84.6153846153846,79.7101449275362,95.2380952380952
2003,"Aruba",NA,NA,NA,NA,NA,76.7441860465116,NA,NA,82.7586206896552,71.1538461538462,NA,NA,73.6842105263158
2003,"Azerbaijan",NA,NA,NA,NA,NA,87.0892018779343,86.046511627907,92.3076923076923,78.3018867924528,90.4761904761905,86.3636363636364,96.551724137931,91.6666666666667
2003,"Bahamas",NA,NA,NA,NA,NA,68.1159420289855,66.6666666666667,66.6666666666667,52.7777777777778,75,85,60,62.5
2003,"Bahrain",NA,NA,NA,NA,NA,88.7128712871287,96.4285714285714,91.6666666666667,79.3388429752066,89.4736842105263,90.1515151515152,91.2280701754386,93.75
2003,"Bangladesh",NA,NA,NA,NA,NA,90.8536585365854,94.4444444444444,100,94.017094017094,98.1818181818182,89.8203592814371,80,91.6666666666667
2003,"Barbados",NA,NA,NA,NA,NA,77.5,68.1818181818182,75,56.9230769230769,81.25,90.7563025210084,78.9473684210526,76.4705882352941
2003,"Belarus",NA,NA,NA,NA,NA,34.5323741007194,44.4444444444444,60,-11.0294117647059,69.5652173913043,33.5106382978723,47.0967741935484,60.8695652173913
2003,"Belize",NA,NA,NA,NA,NA,90.0990099009901,100,66.6666666666667,72.3404255319149,100,95.2380952380952,97.5609756097561,88.8888888888889
2003,"Benin",NA,NA,NA,NA,NA,91.6299559471366,95.8333333333333,100,80,100,100,93.75,100
2003,"Bolivia",NA,NA,NA,NA,NA,82.3529411764706,79.5180722891566,75,70.8955223880597,86.9565217391304,85.4166666666667,91.6666666666667,91.6666666666667
2003,"Bosnia & Herzegovina",NA,NA,NA,NA,NA,67.2386895475819,78.2608695652174,65,53.1468531468531,68.75,70.9090909090909,66.6666666666667,76.4705882352941
2003,"Botswana",NA,NA,NA,NA,NA,72.7678571428571,68,57.1428571428571,69.5652173913043,75,79.2452830188679,77.7777777777778,61.5384615384615
2003,"Brunei",NA,NA,NA,NA,NA,71.1864406779661,89.3617021276596,50,55.5555555555556,78.9473684210526,76.7441860465116,63.4920634920635,68.1818181818182
2003,"Burkina Faso",NA,NA,NA,NA,NA,86.8589743589744,97.6744186046512,77.7777777777778,67.0103092783505,100,93.3333333333333,98.4848484848485,96.551724137931
2003,"Burundi",NA,NA,NA,NA,NA,93.9130434782609,95,100,90.9090909090909,100,95.8333333333333,91.6666666666667,100
2003,"Cape Verde",NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100
2003,"Cambodia",NA,NA,NA,NA,NA,84.8684210526316,97.3684210526316,70,75.5555555555556,84.2105263157895,92.9577464788732,82.7586206896552,88.8888888888889
2003,"Cameroon",NA,NA,NA,NA,NA,81.8003913894325,92.5373134328358,90.9090909090909,77.6978417266187,90.3225806451613,75.8064516129032,81.7307692307692,88.5714285714286
2003,"Central African Republic",NA,NA,NA,NA,NA,96.078431372549,100,NA,94.4444444444444,NA,100,90.9090909090909,100
2003,"Chile",NA,NA,NA,NA,NA,52.5576730190572,69.6774193548387,30.5555555555556,37.037037037037,87.5,43.1906614785992,52.2613065326633,61.7283950617284
2003,"Macao SAR China",NA,NA,NA,NA,NA,88.3040935672515,80,NA,94.7368421052632,100,80.2325581395349,100,NA
2003,"Comoros",NA,NA,NA,NA,NA,97.5,100,100,92.3076923076923,NA,100,100,100
2003,"Cook Islands",NA,NA,NA,NA,NA,100,100,NA,100,100,NA,NA,100
2003,"Côte d’Ivoire",NA,NA,NA,NA,NA,66.8367346938776,71.4285714285714,87.5,50,69.5652173913043,69.9029126213592,73.7373737373737,72
2003,"Dominica",NA,NA,NA,NA,NA,91.3385826771654,100,100,86.2068965517241,100,96.969696969697,85,100
2003,"Eritrea",NA,NA,NA,NA,NA,99.6282527881041,97.7777777777778,100,100,100,100,100,100
2003,"Eswatini",NA,NA,NA,NA,NA,-26,-66.6666666666667,-33.3333333333333,-20,-20,-33.3333333333333,12.5,-16.6666666666667
2003,"Ethiopia",NA,NA,NA,NA,NA,99.1909385113269,97.9166666666667,100,99.2700729927007,97.6744186046512,99.3589743589744,100,100
2003,"Faroe Islands",NA,NA,NA,NA,NA,99.6845425867508,100,100,100,100,100,98.5714285714286,100
2003,"Fiji",NA,NA,NA,NA,NA,88.6075949367088,100,100,90.4109589041096,80,86.5979381443299,79.6875,100
2003,"French Polynesia",NA,NA,NA,NA,NA,95.2718676122931,100,100,95.6989247311828,93.75,92.8,94.5454545454545,100
2003,"Gabon",NA,NA,NA,NA,NA,84.965034965035,96.4285714285714,100,69.8630136986301,82.3529411764706,87.5,88.5245901639344,100
2003,"Gambia",NA,NA,NA,NA,NA,96.8152866242038,100,100,91.8367346938776,100,100,96.875,100
2003,"Ghana",NA,NA,NA,NA,NA,94.0047961630695,94.7368421052632,100,88.2882882882883,98.2142857142857,95.9770114942529,96,95.2380952380952
2003,"Greenland",NA,NA,NA,NA,NA,95.2662721893491,100,100,89.7435897435898,100,93.1818181818182,97.5,100
2003,"Grenada",NA,NA,NA,NA,NA,88.9830508474576,100,100,74,85.7142857142857,94.4444444444444,89.1891891891892,100
2003,"Guinea-Bissau",NA,NA,NA,NA,NA,100,100,NA,100,NA,100,100,100
2003,"Guyana",NA,NA,NA,NA,NA,78.714859437751,76.7441860465116,75,58.3333333333333,100,86.8852459016393,86,87.5
2003,"Honduras",NA,NA,NA,NA,NA,85.3249475890985,82.7956989247312,71.4285714285714,81.8181818181818,86.2068965517241,93.6936936936937,86.3013698630137,80
2003,"Indonesia",NA,NA,NA,NA,NA,32.2415557830092,53.6912751677852,60,32.6732673267327,-6.31578947368421,38.3966244725738,22.5806451612903,19.047619047619
2003,"Iran",NA,NA,NA,NA,NA,69.489247311828,65.5737704918033,64.8148148148148,68.3229813664596,82.258064516129,73.224043715847,68.6868686868687,61.9047619047619
