period,reporterDesc,id,flowDesc,partnerDesc,cmdCode,cmdDesc,fobvalue,Category
2000,United Kingdom,75677431,Export,Saint Kitts and Nevis,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",9615,Logistics
2000,United Rep. of Tanzania,41649642,Import,Ecuador,841710,"Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",NA,Mining
2000,Uruguay,35296884,Import,France,8434,Milking machines and dairy machinery,NA,Agriculture
2000,Vanuatu,35883032,Import,USA,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2000,Venezuela,26037019,Import,Mexico,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",22822,Logistics
2000,Viet Nam,36081011,Import,Belgium,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2000,Wallis and Futuna Isds,33903699,Import,New Caledonia,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2000,Zambia,42461975,Import,China,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,0,Logistics
2000,Zimbabwe,42598560,Import,Zambia,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,Albania,41639958,Import,North Macedonia,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,Algeria,33897666,Import,Portugal,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2001,Andorra,36867116,Import,Spain,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2001,Anguilla,42459548,Import,USA,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2001,Argentina,30040719,Import,Germany,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2001,Argentina,25857973,Import,China,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2001,Armenia,28032953,Import,Japan,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2001,Aruba,28367883,Import,Rep. of Korea,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2001,Australia,86901651,Export,FS Micronesia,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",36860,Agriculture
2001,Australia,39177311,Import,Netherlands,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",634785,Logistics
2001,Australia,82938764,Export,Indonesia,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",14742,Agriculture
2001,Australia,25690708,Import,India,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",15858,Logistics
2001,Austria,36266982,Import,Switzerland,8434,Milking machines and dairy machinery,NA,Agriculture
2001,Austria,87536687,Export,Ukraine,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",3879,Mining
2001,Austria,85453328,Export,Slovenia,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",8454,Agriculture
2001,Austria,93828475,Export,Czechia,843031,Coal or rock cutters and tunnelling machinery; self-propelled,221598,Agriculture
2001,Austria,34485370,Import,Jordan,8434,Milking machines and dairy machinery,NA,Agriculture
2001,Azerbaijan,31375040,Import,Belarus,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2001,Bahamas,86898477,Export,USA,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,56000,Agriculture
2001,Bahrain,38241129,Import,Switzerland,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2001,Bangladesh,34677850,Import,Thailand,8435,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",NA,Agriculture
2001,Barbados,34677677,Import,Australia,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2001,Belarus,80167166,Export,China,8704,Vehicles; for the transport of goods,2736100,Logistics
2001,Belarus,32104277,Import,Lithuania,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2001,Belgium,93491691,Export,Bosnia Herzegovina,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,26036,Logistics
2001,Belgium,80552683,Export,Poland,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",9398,Logistics
2001,Belgium,85017514,Export,Switzerland,8434,Milking machines and dairy machinery,504427,Agriculture
2001,Belgium,77230443,Export,Hungary,8704,Vehicles; for the transport of goods,4908445,Logistics
2001,Belgium,32891632,Import,Slovenia,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2001,Belgium,77992809,Export,Morocco,8704,Vehicles; for the transport of goods,488210,Logistics
2001,Belize,36652801,Import,El Salvador,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2001,Benin,42175160,Import,Mauritania,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,Bolivia (Plurinational State of),30032047,Import,Mexico,8701,Tractors; (other than tractors of heading no 8709),20210,Logistics
2001,Botswana,87511043,Export,South Africa,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,1770,Agriculture
2001,Brazil,82111700,Export,United Rep. of Tanzania,8701,Tractors; (other than tractors of heading no 8709),308784,Logistics
2001,Brazil,39024378,Import,India,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",145960,Agriculture
2001,Brazil,89172655,Export,Austria,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",18720,Mining
2001,Brunei Darussalam,29192204,Import,Malaysia,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2001,Bulgaria,81133483,Export,Germany,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",2846,Mining
2001,Bulgaria,82109689,Export,Serbia and Montenegro (...2005),8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",2148,Logistics
2001,Burkina Faso,26845640,Import,Dem. People's Rep. of Korea,8704,Vehicles; for the transport of goods,NA,Logistics
2001,Burundi,37238580,Import,Italy,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2001,Cabo Verde,38228601,Import,"Areas, nes",8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,Cambodia,38822421,Import,Germany,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2001,Cameroon,32883651,Import,"Other Europe, nes",8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,Canada,41891880,Import,Thailand,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",315268,Logistics
2001,Canada,75627124,Export,Uganda,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",7096,Logistics
2001,Canada,94969240,Export,Peru,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",2225362,Logistics
2001,Canada,79945010,Export,Congo,8704,Vehicles; for the transport of goods,509734,Logistics
2001,Central African Rep.,31190888,Import,France,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2001,Chile,92165302,Export,Bolivia (Plurinational State of),8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",17156,Logistics
2001,Chile,43530922,Import,Portugal,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2001,China,77395830,Export,Greece,8704,Vehicles; for the transport of goods,50706,Logistics
2001,China,86254638,Export,Sri Lanka,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,21392,Agriculture
2001,China,75424162,Export,Colombia,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",2965,Logistics
2001,China,90662112,Export,Panama,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",5792,Logistics
2001,China,89795535,Export,Myanmar,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",89356,Agriculture
2001,China,94322357,Export,Denmark,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",87767,Logistics
2001,"China, Hong Kong SAR",41888728,Import,Sweden,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2001,"China, Hong Kong SAR",95321621,Export,Nicaragua,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",30005,Logistics
2001,"China, Macao SAR",39703298,Import,Rep. of Korea,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,0,Logistics
2001,Colombia,36040141,Import,Germany,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2001,Comoros,28008254,Import,France,8704,Vehicles; for the transport of goods,NA,Logistics
2001,Cook Isds,33070757,Import,Australia,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,Costa Rica,34847404,Import,France,8434,Milking machines and dairy machinery,NA,Agriculture
2001,Croatia,91498483,Export,Austria,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",133491,Logistics
2001,Croatia,34253475,Import,Belarus,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,Cuba,37816760,Import,Spain,8434,Milking machines and dairy machinery,NA,Agriculture
2001,Cyprus,77588750,Export,China,8701,Tractors; (other than tractors of heading no 8709),27194,Logistics
2001,Czechia,39559999,Import,Poland,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",2680332,Logistics
2001,Czechia,83106846,Export,Spain,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",18,Agriculture
2001,Czechia,91816827,Export,Romania,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",50752,Logistics
2001,Czechia,77194410,Export,Croatia,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",126,Logistics
2001,Côte d'Ivoire,38608856,Import,United Kingdom,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",NA,Mining
2001,Denmark,83106987,Export,Belgium,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",278753,Agriculture
2001,Denmark,86864333,Export,Faeroe Isds,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",26650,Agriculture
2001,Denmark,86242831,Export,Mozambique,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",5461,Agriculture
2001,Denmark,29171218,Import,Finland,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",NA,Mining
2001,Denmark,95315749,Export,Romania,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,11570,Logistics
2001,Dominica,37019986,Import,USA,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2001,Dominican Rep.,35430966,Import,Spain,8434,Milking machines and dairy machinery,NA,Agriculture
2001,Ecuador,26657732,Import,India,8704,Vehicles; for the transport of goods,NA,Logistics
2001,Egypt,37608748,Import,"Other Europe, nes",8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",0,Agriculture
2001,El Salvador,76394580,Export,Costa Rica,8704,Vehicles; for the transport of goods,41894.65,Logistics
2001,Estonia,81299876,Export,United Kingdom,8704,Vehicles; for the transport of goods,12425,Logistics
2001,Estonia,29832309,Import,Norway,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2001,Eswatini,31862344,Import,South Africa,8435,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",NA,Agriculture
2001,Ethiopia,42284728,Import,China,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",NA,Logistics
2001,Faeroe Isds,27824418,Import,Japan,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2001,Fiji,41875098,Import,Singapore,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,Finland,90978660,Export,Ukraine,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",632712,Logistics
2001,Finland,91487153,Export,United Kingdom,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",15216157,Logistics
2001,Finland,30835964,Import,Switzerland,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",NA,Mining
2001,Finland,28828443,Import,Indonesia,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2001,France,84342599,Export,Dominican Rep.,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",1791,Agriculture
2001,France,38982863,Import,Brazil,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,France,76384345,Export,Mauritania,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",2686,Logistics
2001,France,90477487,Export,Mexico,841710,"Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",62679,Mining
2001,France,30328566,Import,Italy,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",NA,Mining
2001,France,76775677,Export,Malawi,8701,Tractors; (other than tractors of heading no 8709),231912,Logistics
2001,France,85600089,Export,Central African Rep.,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",5372,Agriculture
2001,France,77954391,Export,Rep. of Moldova,8701,Tractors; (other than tractors of heading no 8709),340258,Logistics
2001,France,87053162,Export,Bulgaria,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",34921,Agriculture
2001,French Polynesia,80895347,Export,France,8704,Vehicles; for the transport of goods,2702,Logistics
2001,Gabon,39548970,Import,United Arab Emirates,841710,"Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",NA,Mining
2001,Gambia,38587113,Import,Lebanon,8435,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",NA,Agriculture
2001,Georgia,27818861,Import,Germany,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2001,Germany,84332548,Export,Uruguay,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",95000,Agriculture
2001,Germany,93436116,Export,Mauritania,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,78000,Logistics
2001,Germany,91631728,Export,Gabon,842320,Weighing machines; scales for continuous weighing of goods on conveyors,128000,Logistics
2001,Germany,91783467,Export,Belize,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",13000,Logistics
2001,Germany,91474300,Export,Finland,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",11970000,Logistics
2001,Germany,95946615,Export,Burkina Faso,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",300000,Logistics
2001,Germany,84746984,Export,Kazakhstan,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",6946000,Agriculture
2001,Germany,95454917,Export,Portugal,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",12946000,Logistics
2001,Germany,81483088,Export,Syria,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",5000,Logistics
2001,Germany,81284249,Export,Gabon,8704,Vehicles; for the transport of goods,3356000,Logistics
2001,Ghana,42139743,Import,Netherlands,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",NA,Logistics
2001,Greece,39681090,Import,Hungary,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",NA,Logistics
2001,Greece,83287128,Export,Morocco,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",4380,Agriculture
2001,Greenland,40773955,Import,"Areas, nes",8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,Grenada,27645624,Import,United Kingdom,8704,Vehicles; for the transport of goods,NA,Logistics
2001,Guatemala,30821189,Import,Afghanistan,8704,Vehicles; for the transport of goods,NA,Logistics
2001,Guinea,82860478,Export,France,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,128303,Agriculture
2001,Guyana,26470984,Import,United Kingdom,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2001,Honduras,43634548,Import,Italy,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,Hungary,36787142,Import,Ukraine,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2001,Hungary,79315943,Export,Germany,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",1926000,Logistics
2001,Hungary,28138713,Import,Canada,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2001,Iceland,27134847,Import,Norway,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2001,India,76950983,Export,Fiji,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",20166,Logistics
2001,India,82445336,Export,Canada,8434,Milking machines and dairy machinery,11713,Agriculture
2001,India,40766540,Import,Indonesia,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,India,89525112,Export,Germany,8435,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",132370,Agriculture
2001,Indonesia,90798146,Export,Singapore,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",3227884,Logistics
2001,Indonesia,31838578,Import,Canada,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2001,Iran,35005767,Import,Denmark,8434,Milking machines and dairy machinery,NA,Agriculture
2001,Ireland,76547826,Export,United Kingdom,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",1999.031,Mining
2001,Ireland,34402718,Import,"Areas, nes",8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",0,Agriculture
2001,Ireland,29972197,Import,Rep. of Korea,8704,Vehicles; for the transport of goods,0,Logistics
2001,Israel,41579675,Import,Germany,842320,Weighing machines; scales for continuous weighing of goods on conveyors,NA,Logistics
2001,Israel,92438250,Export,USA,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",524000,Logistics
2001,Italy,85565472,Export,Israel,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",681760.766,Agriculture
2001,Italy,76746425,Export,Belgium,8701,Tractors; (other than tractors of heading no 8709),9982589.776,Logistics
2001,Italy,80086579,Export,South Africa,8704,Vehicles; for the transport of goods,6443381.445,Logistics
2001,Italy,39121256,Import,United Rep. of Tanzania,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",0,Logistics
2001,Italy,80477890,Export,Singapore,8701,Tractors; (other than tractors of heading no 8709),64741.9,Logistics
2001,Italy,34600217,Import,Sweden,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,0,Agriculture
2001,Italy,94923824,Export,Armenia,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",50705.696,Logistics
2001,Italy,89085736,Export,Malawi,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",600.963,Agriculture
2001,Italy,32819208,Import,Austria,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",0,Agriculture
2001,Jamaica,27964475,Import,United Kingdom,8704,Vehicles; for the transport of goods,NA,Logistics
2001,Japan,32621305,Import,Germany,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2001,Japan,91610513,Export,Sierra Leone,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,47450,Logistics
2001,Japan,89509984,Export,Denmark,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",504666,Agriculture
2001,Japan,95766867,Export,Singapore,842320,Weighing machines; scales for continuous weighing of goods on conveyors,261140,Logistics
2001,Japan,80866340,Export,Gabon,8704,Vehicles; for the transport of goods,8340927,Logistics
2001,Japan,78695845,Export,Namibia,8704,Vehicles; for the transport of goods,35411,Logistics
2001,Jordan,40618956,Import,United Kingdom,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",NA,Logistics
2001,Kazakhstan,34395793,Import,China,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,Kenya,76542986,Export,Uganda,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",94735,Logistics
2001,Kuwait,28963084,Import,China,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2001,Kyrgyzstan,37761345,Import,Rep. of Korea,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",NA,Mining
2001,Latvia,41163069,Import,Germany,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",0,Logistics
2001,Latvia,76152387,Export,India,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",11604.672,Logistics
2001,Lebanon,35976153,Import,Switzerland,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,Lesotho,35778204,Import,South Africa,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2001,Lithuania,42661741,Import,Germany,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,0,Logistics
2001,Lithuania,38544092,Import,Japan,8434,Milking machines and dairy machinery,0,Agriculture
2001,Luxembourg,91441773,Export,Portugal,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",392,Logistics
2001,Madagascar,30461317,Import,Sweden,8701,Tractors; (other than tractors of heading no 8709),61118.465,Logistics
2001,Malawi,43891294,Import,Georgia,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2001,Malaysia,34980796,Import,USA,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
