period,reporterDesc,id,flowDesc,partnerDesc,cmdCode,cmdDesc,fobvalue,Category
2006,Netherlands,77711003,Export,Kenya,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",23870,Logistics
2006,Netherlands,83848418,Export,Iceland,8434,Milking machines and dairy machinery,2642086,Agriculture
2006,Netherlands,85340111,Export,Guam,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",15076,Agriculture
2006,New Caledonia,26097838,Import,Switzerland,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2006,New Zealand,77321200,Export,Singapore,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",3671,Mining
2006,New Zealand,31284417,Import,Malaysia,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2006,New Zealand,89690240,Export,Denmark,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",18549,Agriculture
2006,Nicaragua,26766768,Import,USA,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",NA,Mining
2006,Niger,37342141,Import,Italy,8434,Milking machines and dairy machinery,NA,Agriculture
2006,Nigeria,26097798,Import,Belgium,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2006,Nigeria,26934359,Import,Togo,8704,Vehicles; for the transport of goods,NA,Logistics
2006,North Macedonia,34565217,Import,Slovenia,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",0,Agriculture
2006,Norway,77702944,Export,Argentina,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",70210.623,Logistics
2006,Norway,92245424,Export,USA,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",770810.457,Logistics
2006,Norway,30944561,Import,United Kingdom,8701,Tractors; (other than tractors of heading no 8709),0,Logistics
2006,Norway,40598228,Import,United Arab Emirates,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",0,Logistics
2006,Oman,27598335,Import,Italy,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2006,Pakistan,29104378,Import,USA,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2006,Pakistan,32585116,Import,USA,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,NA,Agriculture
2006,Panama,84471623,Export,Belize,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",1210,Agriculture
2006,Paraguay,31984564,Import,Switzerland,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",631,Agriculture
2006,Peru,75730036,Export,Argentina,8704,Vehicles; for the transport of goods,121966,Logistics
2006,Peru,37329368,Import,Netherlands,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2006,Philippines,27593078,Import,Japan,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Philippines,89683264,Export,Papua New Guinea,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",8903,Agriculture
2006,Poland,25585056,Import,Finland,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",0,Mining
2006,Poland,95561476,Export,Libya,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",72941,Logistics
2006,Poland,80820422,Export,Portugal,8701,Tractors; (other than tractors of heading no 8709),6724949,Logistics
2006,Poland,38517278,Import,Switzerland,8434,Milking machines and dairy machinery,0,Agriculture
2006,Poland,30437314,Import,Portugal,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",0,Mining
2006,Portugal,43735399,Import,Italy,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2006,Portugal,82200300,Export,France,8704,Vehicles; for the transport of goods,30449196,Logistics
2006,Portugal,75910504,Export,Romania,8704,Vehicles; for the transport of goods,1418399,Logistics
2006,Qatar,38706616,Import,United Kingdom,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,NA,Agriculture
2006,Qatar,36133684,Import,Cyprus,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2006,Rep. of Korea,78659609,Export,Saint Kitts and Nevis,8704,Vehicles; for the transport of goods,13780,Logistics
2006,Rep. of Korea,93558934,Export,Algeria,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,1723891,Logistics
2006,Rep. of Korea,92563510,Export,Iceland,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,104119,Logistics
2006,Rep. of Korea,94571088,Export,El Salvador,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",289712,Logistics
2006,Rep. of Korea,79260565,Export,France,8701,Tractors; (other than tractors of heading no 8709),1661799,Logistics
2006,Rep. of Moldova,44002624,Import,Netherlands,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2006,Romania,38509022,Import,India,8434,Milking machines and dairy machinery,0,Agriculture
2006,Romania,29092324,Import,Romania,8704,Vehicles; for the transport of goods,0,Logistics
2006,Romania,43320042,Import,San Marino,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",0,Logistics
2006,Russian Federation,87189098,Export,Serbia,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",233512,Mining
2006,Russian Federation,88004241,Export,Germany,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",17543,Agriculture
2006,Russian Federation,40997815,Import,Estonia,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",NA,Logistics
2006,Russian Federation,32570284,Import,Estonia,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2006,Rwanda,30765588,Import,Egypt,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Saint Kitts and Nevis,41676381,Import,Japan,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2006,Saint Lucia,43725303,Import,Japan,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2006,Saint Vincent and the Grenadines,28584065,Import,Barbados,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Samoa,43177930,Import,New Zealand,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2006,Sao Tome and Principe,28751395,Import,Japan,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Saudi Arabia,26910843,Import,France,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2006,Saudi Arabia,43724293,Import,Italy,843031,Coal or rock cutters and tunnelling machinery; self-propelled,NA,Agriculture
2006,Senegal,34146654,Import,Italy,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2006,Serbia,35132023,Import,Italy,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2006,Serbia,29416611,Import,Türkiye,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",NA,Mining
2006,Seychelles,27743624,Import,Thailand,8704,Vehicles; for the transport of goods,0,Logistics
2006,Singapore,85719663,Export,"China, Hong Kong SAR",843039,Coal or rock cutters and tunnelling machinery; not self-propelled,1362143,Agriculture
2006,Singapore,80621852,Export,Oman,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",1394301,Logistics
2006,Singapore,41398665,Import,Australia,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2006,Singapore,94564256,Export,Kenya,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",247566,Logistics
2006,Slovakia,36517667,Import,Spain,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",4982,Agriculture
2006,Slovakia,80231376,Export,Belgium,8701,Tractors; (other than tractors of heading no 8709),2531032,Logistics
2006,Slovakia,33350282,Import,Austria,8435,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",152352,Agriculture
2006,Slovenia,40852251,Import,Czechia,842320,Weighing machines; scales for continuous weighing of goods on conveyors,NA,Logistics
2006,Slovenia,91729479,Export,Bulgaria,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",76781,Logistics
2006,Slovenia,27074422,Import,Spain,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Solomon Isds,33343264,Import,Malaysia,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2006,South Africa,76090444,Export,Argentina,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",181230,Mining
2006,South Africa,77294544,Export,Austria,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",153530,Mining
2006,South Africa,27069158,Import,United Kingdom,8704,Vehicles; for the transport of goods,42008604,Logistics
2006,South Africa,80615768,Export,Netherlands,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",102341,Logistics
2006,South Africa,32353684,Import,Mozambique,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",3724,Agriculture
2006,Spain,75507207,Export,China,8701,Tractors; (other than tractors of heading no 8709),2665738.042,Logistics
2006,Spain,86547045,Export,Brazil,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",432294.122,Agriculture
2006,Spain,89658667,Export,Thailand,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",186699.787,Agriculture
2006,Spain,26232838,Import,Russian Federation,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2006,Spain,31587009,Import,USA,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2006,Spain,41258072,Import,Brazil,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2006,Spain,90404426,Export,Dominican Rep.,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",167245.435,Logistics
2006,Sri Lanka,26734364,Import,India,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",NA,Mining
2006,Sudan (...2011),28402339,Import,Libya,8701,Tractors; (other than tractors of heading no 8709),0,Logistics
2006,Sudan (...2011),26562104,Import,France,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",0,Logistics
2006,Suriname,32545242,Import,Netherlands,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2006,Sweden,29239115,Import,Austria,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Sweden,27565795,Import,Croatia,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2006,Sweden,79820131,Export,Angola,8704,Vehicles; for the transport of goods,13309,Logistics
2006,Sweden,87166881,Export,Latvia,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",4889,Agriculture
2006,Sweden,31753427,Import,Belgium,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2006,Sweden,27900567,Import,China,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Switzerland,89453174,Export,Chile,8434,Milking machines and dairy machinery,22031.46,Agriculture
2006,Switzerland,89021229,Export,Russian Federation,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",34702.102,Mining
2006,Switzerland,94553350,Export,Saudi Arabia,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",2726381.265,Logistics
2006,Switzerland,89872869,Export,Zimbabwe,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",10502.109,Agriculture
2006,Switzerland,36108571,Import,Morocco,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",0,Agriculture
2006,Switzerland,33138779,Import,Austria,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",0,Agriculture
2006,Syria,87982244,Export,Yemen,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",488,Agriculture
2006,Thailand,81765507,Export,United Arab Emirates,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",3435,Logistics
2006,Thailand,88403082,Export,Spain,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",14240,Agriculture
2006,Thailand,78242870,Export,Austria,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",2988,Logistics
2006,Thailand,77844645,Export,Gibraltar,8704,Vehicles; for the transport of goods,57176,Logistics
2006,Tonga,32738014,Import,Samoa,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2006,Trinidad and Tobago,90545268,Export,Barbados,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",238,Logistics
2006,Tunisia,34516703,Import,Türkiye,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2006,Turks and Caicos Isds,40018865,Import,USA,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2006,Tuvalu,25551342,Import,Japan,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Türkiye,43023846,Import,France,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",0,Logistics
2006,Türkiye,43570219,Import,Germany,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",0,Logistics
2006,Türkiye,92536656,Export,Ireland,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",202814,Logistics
2006,Türkiye,84849962,Export,Germany,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",27024,Mining
2006,Türkiye,39609051,Import,United Kingdom,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",0,Logistics
2006,USA,82953815,Export,Pakistan,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",3519127,Agriculture
2006,USA,81945406,Export,Bahamas,8701,Tractors; (other than tractors of heading no 8709),11344245,Logistics
2006,USA,34699136,Import,Germany,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",NA,Mining
2006,USA,95360941,Export,Qatar,842320,Weighing machines; scales for continuous weighing of goods on conveyors,10540,Logistics
2006,USA,85878524,Export,Sweden,8435,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",49724,Agriculture
2006,USA,36282372,Import,Malaysia,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,NA,Agriculture
2006,USA,93838546,Export,Cyprus,842320,Weighing machines; scales for continuous weighing of goods on conveyors,3699,Logistics
2006,USA,84619309,Export,Philippines,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",1127489,Agriculture
2006,USA,32323361,Import,Australia,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2006,USA,37272398,Import,United Kingdom,8435,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",NA,Agriculture
2006,Uganda,25880512,Import,Germany,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2006,Ukraine,80775387,Export,Armenia,8704,Vehicles; for the transport of goods,553181,Logistics
2006,Ukraine,28389932,Import,Germany,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2006,Ukraine,29226689,Import,Lithuania,8704,Vehicles; for the transport of goods,NA,Logistics
2006,United Arab Emirates,25712693,Import,India,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2006,United Arab Emirates,25712648,Import,South Africa,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2006,United Arab Emirates,90879187,Export,Zimbabwe,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,17971,Logistics
2006,United Arab Emirates,82153919,Export,Mauritius,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",1672,Logistics
2006,United Kingdom,82339178,Export,Mexico,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",4045948,Mining
2006,United Kingdom,92203867,Export,Bulgaria,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",18136748,Logistics
2006,United Kingdom,33521174,Import,Switzerland,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",NA,Mining
2006,United Kingdom,87561850,Export,India,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,204154,Agriculture
2006,United Kingdom,87769800,Export,Italy,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",4223924,Agriculture
2006,United Kingdom,93030754,Export,Kuwait,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,4724645,Logistics
2006,United Kingdom,89003213,Export,Hungary,8434,Milking machines and dairy machinery,207526,Agriculture
2006,United Kingdom,77832355,Export,Saudi Arabia,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",1379598,Mining
2006,United Kingdom,33916423,Import,Slovakia,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2006,United Kingdom,87148824,Export,Denmark,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",2443055,Agriculture
2006,United Rep. of Tanzania,33916905,Import,United Kingdom,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",NA,Agriculture
2006,United Rep. of Tanzania,40287511,Import,India,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",NA,Logistics
2006,Uruguay,36886049,Import,Brazil,8434,Milking machines and dairy machinery,NA,Agriculture
2006,Vanuatu,28716308,Import,New Caledonia,8704,Vehicles; for the transport of goods,NA,Logistics
2006,Venezuela,82143884,Export,United Arab Emirates,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",40250,Logistics
2006,Venezuela,29218486,Import,Brazil,8701,Tractors; (other than tractors of heading no 8709),93089926,Logistics
2006,Viet Nam,87550900,Export,Panama,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",167763,Agriculture
2006,Viet Nam,36876193,Import,Italy,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2006,Wallis and Futuna Isds,29385944,Import,China,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",NA,Logistics
2006,Yemen,31222272,Import,Saudi Arabia,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2006,Zambia,42599347,Import,Denmark,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",0,Logistics
2006,Zimbabwe,27039066,Import,New Zealand,847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances",NA,Mining
2007,Albania,30550239,Import,China,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",NA,Logistics
2007,Algeria,34492998,Import,Türkiye,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2007,Andorra,39456009,Import,Belgium,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2007,Angola,34691046,Import,South Africa,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2007,Angola,31386564,Import,Cabo Verde,8701,Tractors; (other than tractors of heading no 8709),NA,Logistics
2007,Anguilla,26032751,Import,Japan,8704,Vehicles; for the transport of goods,NA,Logistics
2007,Antigua and Barbuda,39316282,Import,China,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2007,Argentina,82532902,Export,Italy,8434,Milking machines and dairy machinery,1500,Agriculture
2007,Argentina,35676869,Import,Denmark,8434,Milking machines and dairy machinery,NA,Agriculture
2007,Argentina,89406723,Export,Ethiopia,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",20760,Agriculture
2007,Armenia,37458445,Import,Germany,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",NA,Agriculture
2007,Aruba,31550029,Import,Panama,8704,Vehicles; for the transport of goods,NA,Logistics
2007,Australia,81354088,Export,Indonesia,8701,Tractors; (other than tractors of heading no 8709),10244,Logistics
2007,Australia,94677801,Export,Sri Lanka,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",52703,Logistics
2007,Australia,33697066,Import,Austria,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",289863,Agriculture
2007,Australia,30044013,Import,Rep. of Korea,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",307367,Logistics
2007,Australia,41228253,Import,"Other Asia, nes",841710,"Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",29561,Mining
2007,Austria,85656750,Export,Jordan,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,9736,Agriculture
2007,Austria,76046685,Export,Chile,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",214148,Logistics
2007,Austria,75271207,Export,Tunisia,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",325051,Logistics
2007,Austria,92188252,Export,North Macedonia,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",651932,Logistics
2007,Austria,43686936,Import,Italy,841710,"Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",NA,Mining
2007,Austria,92681941,Export,Chile,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",3026232,Logistics
2007,Azerbaijan,42726528,Import,Belgium,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
2007,Bahamas,88155050,Export,USA,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",37405,Agriculture
2007,Bahrain,39448206,Import,India,8428,"Lifting, handling, loading or unloading machinery (eg lifts, escalators, conveyors, teleferics)",NA,Logistics
2007,Bangladesh,38045661,Import,Denmark,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",NA,Agriculture
2007,Barbados,39311539,Import,Japan,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,NA,Logistics
2007,Belarus,38837146,Import,Brazil,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",NA,Agriculture
2007,Belarus,40677712,Import,United Kingdom,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",NA,Logistics
